"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","82.465","1.324"
"2","82.465","3.226"
"3","82.465","1.174"
"4","82.715","2.145"
"5","83.715","1.56"
"6","83.715","1.755"
"7","83.715","0.198"
"8","83.715","2.524"
"9","83.715","1.948"
"10","83.715","2.141"
"11","83.719","0.988"
"12","83.719","1.364"
"13","83.969","2.727"
"14","83.969","1.946"
"15","83.969","2.148"
"16","84.969","1.362"
"17","84.969","0.976"
"18","84.969","2.962"
"19","84.969","0.972"
"20","84.969","0.583"
"21","84.969","2.342"
"22","84.969","1.982"
"23","84.969","2.145"
"24","85","1.949"
"25","85","2.148"
"26","85","1.174"
"27","85","2.339"
"28","85","3.316"
"29","85","2.139"
"30","85","0"
