"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","695.34","3.397"
"2","695.34","3.416"
"3","695.34","4.28"
"4","695.34","4.363"
"5","695.34","3.703"
"6","695.352","4.091"
"7","695.352","4.094"
"8","695.352","4.281"
"9","695.352","2.927"
"10","695.352","5.258"
"11","695.352","3.157"
"12","695.352","3.511"
"13","695.352","3.508"
"14","695.352","4.687"
"15","695.352","3.114"
"16","695.352","3.115"
"17","695.352","3.952"
"18","695.352","3.321"
"19","695.352","3.312"
"20","695.352","4.283"
"21","695.352","2.736"
"22","695.355","2.925"
"23","695.355","3.314"
"24","695.355","2.927"
"25","695.301","2.173"
"26","695.273","5.281"
"27","695.273","3.895"
"28","695.273","4.492"
"29","695.281","3.515"
"30","695.281","3.318"
