"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","87.141","6.217"
"2","87.516","4.886"
"3","87.641","4.273"
"4","87.766","4.144"
"5","87.891","4.651"
"6","88.516","4.525"
"7","89.641","4.467"
"8","90.766","5.698"
"9","91.516","3.682"
"10","92.891","6.997"
"11","93.016","2.961"
"12","93.141","5.624"
"13","93.133","4.726"
"14","93.258","5.032"
"15","93.383","6.042"
"16","93.383","3.95"
"17","93.508","6.01"
"18","93.508","4.734"
"19","93.633","4.262"
"20","93.758","5.047"
"21","93.758","3.363"
"22","93.883","3.685"
"23","93.883","4.34"
"24","94.008","2.134"
"25","94.133","5.642"
"26","94.133","3.921"
"27","94.258","5.064"
"28","94.383","4.923"
"29","94.383","3.87"
"30","94.508","2.546"
