"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","713.926","4.607"
"2","713.926","4.752"
"3","713.926","3.522"
"4","713.926","3.114"
"5","713.926","3.125"
"6","713.926","4.68"
"7","713.926","3.511"
"8","713.926","4.104"
"9","713.926","3.749"
"10","713.926","3.327"
"11","713.926","5.079"
"12","713.926","4.278"
"13","713.926","3.917"
"14","713.926","4.693"
"15","713.926","3.696"
"16","713.926","5.07"
"17","713.926","4.303"
"18","713.926","3.498"
"19","713.926","2.144"
"20","713.926","2.538"
"21","713.926","4.74"
"22","713.926","5.062"
"23","713.926","4.484"
"24","713.926","3.128"
"25","713.926","4.093"
"26","713.926","4.692"
"27","713.926","3.51"
"28","713.926","2.914"
"29","713.926","2.149"
"30","713.926","2.968"
