"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","89.871","2.905"
"2","90.996","5.128"
"3","91.746","2.366"
"4","93.125","7.137"
"5","93.125","1.755"
"6","93.25","5.89"
"7","93.375","4.471"
"8","93.5","4.539"
"9","93.5","5.811"
"10","93.633","5.505"
"11","93.758","7.549"
"12","93.758","2.178"
"13","93.883","5.632"
"14","93.859","4.275"
"15","93.984","4.512"
"16","94.109","7.157"
"17","94.109","2.968"
"18","94.234","5.45"
"19","94.234","3.099"
"20","94.363","3.153"
"21","94.488","5.831"
"22","94.488","3.305"
"23","94.613","2.948"
"24","94.738","4.084"
"25","94.738","4.336"
"26","94.863","5.611"
"27","94.863","4.743"
"28","94.988","4.437"
"29","94.988","4.911"
"30","94.988","1.368"
