"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","80.449","3.201"
"2","81.074","4.836"
"3","81.199","3.702"
"4","81.324","2.96"
"5","81.324","4.848"
"6","81.449","3.311"
"7","81.574","3.506"
"8","81.574","2.174"
"9","81.699","3.89"
"10","81.824","4.88"
"11","81.824","2.924"
"12","81.949","3.495"
"13","81.949","3.566"
"14","82.074","4.097"
"15","82.199","5.254"
"16","82.199","4.102"
"17","82.324","3.514"
"18","82.324","3.495"
"19","82.449","3.316"
"20","82.574","3.113"
"21","82.574","3.568"
"22","82.699","4.292"
"23","82.824","4.677"
"24","82.824","3.114"
"25","82.949","3.523"
"26","82.949","3.12"
"27","83.074","4.094"
"28","83.074","2.538"
"29","83.199","3.121"
"30","83.199","2.182"
