"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","70.965","2.893"
"2","70.965","1.968"
"3","71.34","1.165"
"4","71.34","1.967"
"5","71.34","0"
"6","71.34","2.569"
"7","71.715","2.722"
"8","71.715","0.393"
"9","71.715","1.557"
"10","71.719","0.777"
"11","72.719","1.774"
"12","72.719","1.943"
"13","72.719","0.194"
"14","72.711","1.578"
"15","72.711","0"
"16","72.711","2.172"
"17","72.711","1.359"
"18","72.961","0.582"
"19","72.961","0.79"
"20","72.961","0.97"
"21","72.961","0.584"
"22","73.336","0.987"
"23","74.336","0"
"24","74.336","1.578"
"25","74.336","1.359"
"26","74.336","0.592"
"27","74.336","1.749"
"28","74.336","0.583"
"29","74.336","0.393"
"30","74.336","0.974"
