"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","67.621","0"
"2","67.621","0.195"
"3","67.621","0"
"4","67.621","0"
"5","67.621","0"
"6","67.621","0"
"7","67.621","0"
"8","67.621","0"
"9","67.625","0"
"10","67.625","0.198"
