"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","700.457","2.702"
"2","700.449","5.335"
"3","700.453","3.294"
"4","700.453","3.319"
"5","700.453","2.756"
"6","700.453","3.105"
"7","700.453","2.361"
"8","700.453","6.197"
"9","700.453","2.172"
"10","700.453","4.263"
"11","700.453","3.693"
"12","700.453","2.368"
"13","700.465","6.032"
"14","700.465","3.107"
"15","700.465","3.744"
"16","700.465","3.294"
"17","700.465","3.146"
"18","700.465","3.886"
"19","700.457","4.136"
"20","700.457","4.46"
"21","700.457","2.565"
"22","700.457","5.806"
"23","700.457","5.839"
"24","700.457","5.303"
"25","700.457","4.85"
"26","700.457","4.342"
"27","700.457","6.591"
"28","700.457","1.966"
"29","700.457","5.608"
"30","700.457","2.15"
