"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","80.094","0"
"2","80.094","0.391"
"3","80.094","0"
"4","80.094","0.792"
"5","80.094","0"
"6","80.094","0.584"
"7","80.094","0"
"8","80.094","0"
"9","80.094","0.584"
"10","80.094","0.39"
