"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","88.355","2.908"
"2","89.48","3.105"
"3","90.98","4.536"
"4","91.73","2.328"
"5","92.48","2.967"
"6","92.855","4.267"
"7","92.98","4.123"
"8","93.105","3.487"
"9","93.105","3.908"
"10","93.23","6.082"
"11","93.23","3.901"
"12","93.355","4.711"
"13","93.48","4.666"
"14","93.598","2.515"
"15","93.602","4.152"
"16","93.727","1.936"
"17","93.727","5.114"
"18","93.852","4.081"
"19","93.977","2.339"
"20","93.977","6.082"
"21","94.105","2.924"
"22","94.105","4.516"
"23","94.23","4.273"
"24","94.355","3.7"
"25","94.48","4.53"
"26","94.48","1.943"
"27","94.605","6.497"
"28","94.73","2.9"
"29","94.73","4.146"
"30","94.855","2.133"
