"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","93.336","3.381"
"2","93.461","5.444"
"3","93.461","2.543"
"4","93.586","4.281"
"5","93.586","2.966"
"6","93.711","3.912"
"7","93.836","4.09"
"8","93.836","3.908"
"9","93.961","3.311"
"10","94.086","3.897"
"11","94.086","3.909"
"12","94.211","4.088"
"13","94.211","3.897"
"14","94.336","3.317"
"15","94.336","3.165"
"16","94.461","5.658"
"17","94.586","3.889"
"18","94.711","3.894"
"19","94.711","5.283"
"20","94.836","4.859"
"21","94.961","5.079"
"22","94.961","3.95"
"23","95.086","4.678"
"24","95.211","5.453"
"25","95.211","4.305"
"26","95.336","3.702"
"27","95.336","3.704"
"28","95.461","3.13"
"29","95.586","3.694"
"30","95.586","1.955"
