"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","77.098","4.028"
"2","78.223","2.767"
"3","79.348","6.326"
"4","80.473","3.3"
"5","81.348","3.947"
"6","81.473","5.247"
"7","81.598","2.517"
"8","81.598","4.516"
"9","81.723","2.723"
"10","81.723","2.165"
"11","81.852","4.836"
"12","81.852","3.913"
"13","81.969","3.738"
"14","81.969","3.307"
"15","82.094","2.557"
"16","82.219","5.64"
"17","82.219","4.251"
"18","82.344","7.687"
"19","82.469","2.137"
"20","82.469","5.115"
"21","82.594","4.654"
"22","82.594","4.353"
"23","82.719","4.868"
"24","82.719","4.08"
"25","82.844","3.684"
"26","82.844","5.341"
"27","82.969","3.496"
"28","82.969","4.458"
"29","83.094","5.921"
"30","83.094","1.561"
