"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","70.934","2.717"
"2","70.934","0.591"
"3","70.938","1.358"
"4","71.312","2.522"
"5","71.32","0.197"
"6","71.32","1.939"
"7","71.32","1.383"
"8","71.695","0.97"
"9","71.695","2.526"
"10","71.695","0.395"
"11","71.695","1.94"
"12","72.695","1.554"
"13","72.695","0.591"
"14","72.688","1.552"
"15","72.688","0.197"
"16","72.688","2.518"
"17","72.688","1.184"
"18","72.688","1.36"
"19","72.938","1.358"
"20","72.941","0.198"
"21","72.941","2.522"
"22","73.316","1.576"
"23","74.316","1.359"
"24","74.316","3.098"
"25","74.316","0.394"
"26","74.316","3.295"
"27","74.316","0.789"
"28","74.316","1.744"
"29","74.316","0"
"30","74.316","1.946"
