"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","95.645","2.722"
"2","95.645","1.776"
"3","95.645","1.939"
"4","95.645","2.168"
"5","95.645","0"
"6","95.645","1.356"
"7","95.645","0.197"
"8","95.645","2.129"
"9","95.645","1.581"
"10","95.645","1.36"
"11","95.645","2.715"
"12","95.645","0.395"
"13","95.645","2.716"
"14","95.645","1.185"
"15","95.645","0.777"
"16","95.645","1.938"
"17","95.645","0.591"
"18","95.645","1.746"
"19","95.645","2.566"
"20","95.645","1.165"
"21","95.645","2.719"
"22","95.645","0.197"
"23","95.645","2.327"
"24","95.645","1.971"
"25","95.645","1.168"
"26","95.645","3.107"
"27","95.645","0.787"
"28","95.645","2.143"
"29","95.645","2.52"
"30","95.645","0.196"
