"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","692.672","2.131"
"2","692.723","1.577"
"3","692.77","2.14"
"4","692.77","0.581"
"5","692.77","2.366"
"6","692.773","2.329"
"7","692.773","1.972"
"8","692.773","1.551"
"9","692.773","1.97"
"10","692.773","3.496"
"11","692.812","1.357"
"12","692.816","1.579"
"13","692.961","4.074"
"14","692.961","1.97"
"15","692.965","4.076"
"16","692.988","1.357"
"17","692.988","1.578"
"18","692.988","1.942"
"19","692.988","2.559"
"20","692.992","2.716"
"21","692.992","1.773"
"22","692.992","3.49"
"23","692.992","0.969"
"24","692.992","2.365"
"25","692.996","1.163"
"26","692.996","1.58"
"27","692.996","2.714"
"28","692.996","0.593"
"29","693.004","1.744"
"30","693.016","0.777"
