"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","91.645","2.502"
"2","92.27","2.554"
"3","92.395","3.565"
"4","92.52","2.913"
"5","92.52","5.427"
"6","92.645","3.16"
"7","93.145","2.33"
"8","94.09","4.908"
"9","94.09","3.302"
"10","94.215","4.274"
"11","94.34","4.739"
"12","94.469","3.293"
"13","94.469","3.931"
"14","94.594","3.304"
"15","94.594","4.929"
"16","94.719","2.707"
"17","94.844","4.483"
"18","94.844","3.343"
"19","94.969","3.105"
"20","95.098","4.33"
"21","95.223","2.715"
"22","95.223","4.339"
"23","95.348","2.715"
"24","95.473","5.719"
"25","95.473","1.937"
"26","95.598","5.701"
"27","95.598","3.694"
"28","95.723","5.234"
"29","95.848","3.722"
"30","95.848","3.905"
