"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","706.195","1.904"
"2","706.195","2.801"
"3","706.195","3.551"
"4","706.195","2.517"
"5","706.195","5.434"
"6","706.195","4.909"
"7","706.195","4.535"
"8","706.195","2.717"
"9","706.195","3.035"
"10","706.195","3.224"
"11","706.195","2.524"
"12","706.195","1.769"
"13","706.195","3.103"
"14","706.195","0.788"
"15","690.195","5.617"
"16","690.223","2.159"
"17","690.223","2.722"
"18","690.238","1.183"
"19","690.242","2.331"
"20","690.242","2.95"
"21","690.246","2.909"
"22","690.246","4.527"
"23","674.254","3.298"
"24","674.254","4.133"
"25","674.258","4.454"
"26","674.262","3.743"
"27","674.262","3.869"
"28","674.262","4.526"
"29","674.262","3.104"
"30","674.262","1.183"
