"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","77.133","3.261"
"2","78.633","2.769"
"3","79.758","2.34"
"4","80.133","3.88"
"5","80.258","4.355"
"6","81.008","4.288"
"7","81.633","2.144"
"8","81.758","6.205"
"9","81.758","3.554"
"10","81.883","3.894"
"11","82.008","3.315"
"12","82.137","5.662"
"13","82.141","3.894"
"14","82.266","3.748"
"15","82.266","4.301"
"16","82.391","3.301"
"17","82.516","3.906"
"18","82.59","3.515"
"19","82.59","3.294"
"20","82.715","4.762"
"21","82.715","4.68"
"22","82.844","4.66"
"23","82.969","2.533"
"24","82.969","2.925"
"25","83.094","5.251"
"26","83.219","4.759"
"27","83.219","3.905"
"28","83.344","4.474"
"29","83.469","3.71"
"30","83.469","1.562"
