"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","94.855","0.959"
"2","94.855","0.2"
"3","94.855","2.329"
"4","94.855","0.194"
"5","94.855","1.773"
"6","94.855","0.581"
"7","94.855","1.379"
"8","94.801","2.137"
"9","94.801","4.116"
"10","94.801","4.868"
"11","94.801","1.356"
"12","94.805","3.363"
"13","93.203","2.718"
"14","93.203","0.97"
"15","93.203","1.382"
"16","93.203","1.36"
"17","93.203","0.591"
"18","93.203","2.138"
"19","93.203","0.97"
"20","93.203","3.546"
"21","93.203","1.166"
"22","93.203","1.167"
"23","93.203","2.765"
"24","93.203","2.332"
"25","93.203","0.972"
"26","93.203","2.366"
"27","93.203","1.943"
"28","93.203","1.165"
"29","93.203","2.165"
"30","93.203","0.585"
