"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","705.203","11.876"
"2","705.203","0.39"
"3","705.203","0.195"
"4","705.203","0.585"
"5","705.203","0"
"6","705.203","0.575"
"7","705.203","0.396"
"8","705.203","0.198"
"9","705.203","0"
"10","705.203","0.195"
