"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","82.344","0.194"
"2","82.348","2.764"
"3","82.348","0.194"
"4","82.348","3.107"
"5","82.352","0.592"
"6","82.352","2.53"
"7","82.352","1.17"
"8","82.727","3.302"
"9","82.727","0.394"
"10","83.73","1.55"
"11","83.73","0.79"
"12","83.73","1.552"
"13","83.73","1.576"
"14","83.723","0.194"
"15","83.723","2.129"
"16","83.723","1.781"
"17","83.723","1.361"
"18","83.723","1.943"
"19","83.723","0"
"20","83.973","2.523"
"21","83.973","1.383"
"22","83.973","1.554"
"23","84.973","1.554"
"24","84.973","1.968"
"25","84.973","0.584"
"26","84.973","0.971"
"27","84.973","0"
"28","84.973","2.328"
"29","84.973","0.589"
"30","84.973","1.946"
