"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","77.75","2.889"
"2","78.875","5.702"
"3","80.375","5.433"
"4","81.375","5.129"
"5","81.5","5.443"
"6","81.5","5.105"
"7","81.625","4.83"
"8","81.574","6.124"
"9","81.699","6.031"
"10","81.824","2.741"
"11","81.844","5.451"
"12","81.969","2.365"
"13","82.094","5.805"
"14","82.094","2.765"
"15","82.219","7.356"
"16","82.344","3.344"
"17","82.344","3.694"
"18","82.469","4.076"
"19","82.594","4.497"
"20","82.594","5.263"
"21","82.719","2.956"
"22","82.719","5.43"
"23","82.844","4.127"
"24","82.969","4.664"
"25","82.969","3.347"
"26","83.094","5.434"
"27","83.094","3.501"
"28","83.219","3.16"
"29","83.344","5.412"
"30","83.344","1.758"
