"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","83.711","0.385"
"2","83.711","2.366"
"3","83.711","1.942"
"4","83.711","0.197"
"5","83.711","2.522"
"6","83.711","0"
"7","83.711","1.361"
"8","83.961","1.747"
"9","84.961","0.197"
"10","84.961","2.524"
"11","84.961","0"
"12","84.961","1.165"
"13","84.961","1.749"
"14","84.953","0"
"15","84.953","2.325"
"16","84.953","1.184"
"17","84.957","1.166"
"18","84.957","1.748"
"19","85.207","1.384"
"20","85.207","1.165"
"21","85.207","3.3"
"22","85.207","0.592"
"23","85.207","1.94"
"24","86.207","1.749"
"25","86.207","0.197"
"26","86.207","2.138"
"27","86.207","2.328"
"28","86.207","0.394"
"29","86.207","2.515"
"30","86.207","0.781"
