"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","83.469","1.895"
"2","83.469","0.603"
"3","83.469","0.593"
"4","83.469","1.558"
"5","83.469","2.921"
"6","83.469","1.364"
"7","83.469","0.781"
"8","83.469","0"
"9","83.469","1.978"
"10","83.469","1.169"
"11","83.469","1.169"
"12","83.469","2.334"
"13","83.469","0.585"
"14","83.469","0.396"
"15","83.469","1.556"
"16","83.469","1.362"
"17","83.469","1.56"
"18","83.469","1.362"
"19","83.469","0"
"20","83.469","0.391"
"21","83.469","0.791"
"22","83.469","0.585"
"23","83.469","1.169"
"24","83.469","1.952"
"25","83.469","1.946"
"26","83.473","1.754"
"27","83.473","1.169"
"28","83.473","1.368"
"29","83.473","0.198"
"30","83.473","0.975"
