"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","91.25","4.008"
"2","91.375","5.038"
"3","91.5","3.287"
"4","91.5","5.689"
"5","92.625","5.052"
"6","93.375","3.323"
"7","93.691","6.694"
"8","93.691","3.282"
"9","93.816","4.915"
"10","93.82","2.335"
"11","93.945","5.891"
"12","93.945","3.496"
"13","94.07","4.715"
"14","94.07","1.165"
"15","94.195","6.116"
"16","94.32","3.683"
"17","94.32","5.317"
"18","94.445","4.262"
"19","94.445","4.545"
"20","94.57","5.606"
"21","94.57","4.472"
"22","94.695","5.9"
"23","94.695","3.3"
"24","94.695","5.116"
"25","94.82","2.72"
"26","94.82","5.309"
"27","94.945","5.615"
"28","94.945","6.91"
"29","95.07","4.46"
"30","95.195","2.338"
