"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","694.801","4.923"
"2","694.801","4.051"
"3","694.801","2.538"
"4","694.801","1.943"
"5","694.801","3.124"
"6","694.801","1.367"
"7","694.801","2.534"
"8","694.801","3.115"
"9","694.801","1.558"
"10","694.801","2.772"
"11","694.801","2.533"
"12","694.801","2.151"
"13","694.801","1.561"
"14","694.801","0.583"
"15","694.801","3.497"
"16","694.801","2.577"
"17","694.801","2.143"
"18","694.801","1.556"
"19","694.801","2.345"
"20","694.801","2.145"
"21","694.801","1.17"
"22","694.805","1.368"
"23","694.805","2.724"
"24","694.805","1.754"
"25","694.805","1.78"
"26","694.805","3.894"
"27","694.805","1.559"
"28","694.805","2.342"
"29","694.805","2.92"
"30","694.805","1.365"
