"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","78.266","0.194"
"2","78.266","0.195"
"3","78.27","0.192"
"4","78.27","1.19"
"5","78.395","0.198"
"6","78.398","0.78"
"7","78.402","0.195"
"8","78.402","0.194"
"9","78.406","0"
"10","78.41","0"
