"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","81.117","4.599"
"2","81.242","2.375"
"3","81.367","4.947"
"4","81.496","6.413"
"5","81.496","2.167"
"6","81.621","3.495"
"7","81.621","3.1"
"8","81.691","3.56"
"9","81.816","5.042"
"10","81.816","2.953"
"11","81.941","4.628"
"12","82.07","2.93"
"13","82.07","3.542"
"14","82.195","6.012"
"15","82.32","2.563"
"16","82.32","4.085"
"17","82.445","2.72"
"18","82.57","3.946"
"19","82.57","5.608"
"20","82.695","2.525"
"21","82.82","5.326"
"22","82.945","4.858"
"23","82.945","2.959"
"24","83.07","3.303"
"25","83.195","3.684"
"26","83.195","3.956"
"27","83.32","5.814"
"28","83.32","2.95"
"29","83.445","4.452"
"30","83.445","0.781"
