"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","699.602","7.911"
"2","692.605","0.394"
"3","692.613","0.586"
"4","692.613","0.195"
"5","692.617","0.195"
"6","692.621","0.391"
"7","692.621","0.584"
"8","692.633","0.195"
"9","692.633","0.195"
"10","692.637","0.396"
