"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","723.391","3.017"
"2","723.391","2.625"
"3","723.391","1.947"
"4","723.402","1.364"
"5","723.402","2.574"
"6","723.402","0.389"
"7","723.402","2.729"
"8","723.402","1.169"
"9","723.402","1.946"
"10","723.402","2.934"
"11","723.402","1.17"
"12","723.402","2.534"
"13","723.402","1.583"
"14","723.402","2.145"
"15","723.402","1.755"
"16","723.402","1.368"
"17","723.402","2.339"
"18","723.402","1.561"
"19","723.402","1.17"
"20","723.402","1.564"
"21","723.402","1.17"
"22","723.402","2.537"
"23","723.344","1.753"
"24","723.316","1.187"
"25","723.316","1.17"
"26","723.324","2.527"
"27","723.324","2.141"
"28","723.324","2.344"
"29","723.324","0.78"
"30","723.324","0.974"
