"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","667.098","2.886"
"2","667.102","4.358"
"3","667.109","5.426"
"4","667.125","3.926"
"5","667.133","4.852"
"6","667.148","4.928"
"7","651.156","4.842"
"8","651.168","4.129"
"9","651.184","5.257"
"10","651.191","2.952"
"11","593.199","3.1"
"12","593.199","2.957"
"13","593.207","6.203"
"14","567.699","3.913"
"15","567.703","6.838"
"16","567.711","3.331"
"17","524.793","6.026"
"18","524.793","4.144"
"19","524.812","4.074"
"20","524.816","5.889"
"21","524.82","5.422"
"22","524.828","3.152"
"23","524.84","4.857"
"24","524.844","2.741"
"25","524.848","6.985"
"26","488.871","2.956"
"27","488.875","6.018"
"28","441.082","3.533"
"29","441.082","5.032"
"30","441.098","1.975"
