"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","83.297","2.891"
"2","83.297","1.18"
"3","83.297","2.363"
"4","83.297","0"
"5","83.297","2.168"
"6","83.297","0.775"
"7","83.297","1.943"
"8","83.297","2.364"
"9","83.297","0.194"
"10","83.297","1.383"
"11","83.297","0"
"12","83.297","2.132"
"13","83.297","1.579"
"14","83.297","0.777"
"15","83.297","2.561"
"16","83.297","1.55"
"17","83.297","3.146"
"18","83.297","0.583"
"19","83.297","2.717"
"20","83.297","0.788"
"21","83.297","1.939"
"22","83.297","0.985"
"23","83.297","1.552"
"24","83.297","0.591"
"25","83.297","0"
"26","83.297","2.907"
"27","83.297","0"
"28","83.297","2.137"
"29","83.297","1.573"
"30","83.297","0.194"
