"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","692.984","3.072"
"2","692.984","5.929"
"3","692.984","2.954"
"4","692.988","5.991"
"5","692.988","3.346"
"6","692.977","6.019"
"7","692.977","2.915"
"8","692.988","4.536"
"9","692.996","5.421"
"10","692.996","2.362"
"11","692.996","4.081"
"12","692.996","2.174"
"13","692.605","5.222"
"14","692.605","2.92"
"15","692.609","2.161"
"16","692.613","5.824"
"17","692.613","3.537"
"18","692.629","4.477"
"19","692.629","2.555"
"20","692.629","3.693"
"21","692.637","1.379"
"22","692.641","6.202"
"23","692.645","2.717"
"24","692.645","3.16"
"25","692.645","5.433"
"26","692.645","2.905"
"27","692.648","4.933"
"28","692.648","3.113"
"29","692.648","2.752"
"30","692.648","2.73"
