"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","723.324","2.848"
"2","723.324","1.992"
"3","723.324","4.286"
"4","723.324","4.546"
"5","723.324","3.894"
"6","723.324","3.126"
"7","723.324","4.087"
"8","723.324","4.283"
"9","723.324","3.325"
"10","723.324","3.506"
"11","723.324","3.901"
"12","723.324","4.482"
"13","723.324","2.579"
"14","723.324","4.482"
"15","723.324","3.897"
"16","723.324","5.27"
"17","723.324","4.869"
"18","723.324","3.906"
"19","723.324","4.101"
"20","723.324","3.32"
"21","723.324","4.293"
"22","723.324","2.921"
"23","723.324","2.927"
"24","723.324","4.946"
"25","723.324","3.904"
"26","723.324","4.285"
"27","723.324","5.076"
"28","723.324","2.918"
"29","723.324","4.875"
"30","723.324","2.344"
