"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","71.352","1.537"
"2","71.352","0.197"
"3","71.352","1.971"
"4","71.352","1.358"
"5","71.727","0.985"
"6","71.727","1.745"
"7","71.727","0.389"
"8","71.727","2.564"
"9","72.727","0.194"
"10","72.727","2.563"
"11","72.727","1.359"
"12","72.727","0.97"
"13","72.727","1.576"
"14","72.719","0.194"
"15","72.723","1.184"
"16","72.973","1.551"
"17","72.973","1.553"
"18","72.973","1.579"
"19","72.973","0.194"
"20","73.348","2.365"
"21","74.348","0.583"
"22","74.348","0.985"
"23","74.348","2.136"
"24","74.348","0.194"
"25","74.348","2.368"
"26","74.348","1.357"
"27","74.348","0.788"
"28","74.348","1.748"
"29","74.348","0"
"30","74.348","2.18"
