"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","94.508","4.621"
"2","94.508","4.2"
"3","94.508","1.359"
"4","94.508","3.731"
"5","94.508","2.723"
"6","94.457","4.72"
"7","94.457","3.497"
"8","94.457","2.168"
"9","94.457","4.267"
"10","94.461","2.914"
"11","94.461","1.969"
"12","94.461","1.163"
"13","94.461","3.555"
"14","94.461","1.357"
"15","94.461","0.777"
"16","94.461","2.958"
"17","94.461","0.969"
"18","94.461","3.345"
"19","94.461","0.194"
"20","94.461","1.97"
"21","94.461","2.916"
"22","94.461","4.327"
"23","94.461","4.278"
"24","94.461","3.523"
"25","94.461","2.727"
"26","94.461","1.943"
"27","94.461","3.146"
"28","94.461","2.92"
"29","94.461","1.762"
"30","94.461","0"
