"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","79.273","0.387"
"2","79.273","1.362"
"3","79.277","0"
"4","79.277","0.395"
"5","79.277","0"
"6","79.277","0"
"7","79.277","0"
"8","79.277","0"
"9","79.277","0"
"10","79.277","0"
