"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","704.75","4.212"
"2","704.75","3.163"
"3","704.754","5.641"
"4","704.754","1.775"
"5","704.754","3.496"
"6","704.754","4.523"
"7","704.754","3.109"
"8","704.754","5.835"
"9","704.754","4.332"
"10","704.754","3.11"
"11","704.754","6.038"
"12","704.754","2.553"
"13","704.766","4.094"
"14","704.766","6.383"
"15","704.766","4.155"
"16","704.766","6.577"
"17","704.766","4.931"
"18","704.766","2.92"
"19","704.766","2.952"
"20","704.766","2.319"
"21","704.766","5.139"
"22","704.766","3.306"
"23","704.766","5.42"
"24","704.766","2.754"
"25","704.766","5.035"
"26","704.766","3.947"
"27","704.766","5.037"
"28","704.766","1.968"
"29","704.766","4.458"
"30","704.766","2.574"
