"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","698.898","2.72"
"2","698.898","0.394"
"3","698.898","3.104"
"4","698.898","2.359"
"5","698.898","2.138"
"6","698.898","2.522"
"7","698.898","2.559"
"8","698.898","1.166"
"9","698.898","2.133"
"10","698.898","4.335"
"11","698.898","0.394"
"12","698.898","4.443"
"13","698.898","0.78"
"14","698.898","3.937"
"15","698.898","0.581"
"16","698.898","2.17"
"17","698.898","2.908"
"18","698.898","1.776"
"19","698.898","2.712"
"20","698.898","0.971"
"21","698.898","2.953"
"22","698.898","2.724"
"23","698.898","0.788"
"24","698.898","1.165"
"25","698.898","0.591"
"26","698.898","4.462"
"27","698.898","0"
"28","698.898","2.565"
"29","698.898","0.774"
"30","698.898","1.188"
