"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","78.961","0.195"
"2","78.961","0"
"3","78.965","0.586"
"4","78.965","0"
"5","79.105","0.78"
"6","79.109","0.577"
"7","79.109","0"
"8","79.113","0"
"9","79.117","0.384"
"10","79.117","0.595"
