"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","714.016","0"
"2","714.016","0.389"
"3","714.016","0.586"
"4","714.016","0"
"5","714.016","0.395"
"6","714.016","0.195"
"7","714.016","0.194"
"8","714.016","0"
"9","714.016","0"
"10","714.016","0.195"
