"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","78.312","4.234"
"2","79.062","2.166"
"3","80.188","4.268"
"4","81.312","4.156"
"5","81.562","3.101"
"6","81.688","3.933"
"7","81.812","3.113"
"8","81.812","5.637"
"9","81.938","3.745"
"10","82.062","3.677"
"11","82.066","4.738"
"12","82.191","4.469"
"13","82.316","4.26"
"14","82.309","4.76"
"15","82.434","1.937"
"16","82.559","5.247"
"17","82.559","2.958"
"18","82.684","3.295"
"19","82.684","5.706"
"20","82.809","2.722"
"21","82.934","4.924"
"22","82.934","1.165"
"23","83.059","7.073"
"24","83.059","2.717"
"25","83.184","4.933"
"26","83.309","3.475"
"27","83.434","4.088"
"28","83.434","4.333"
"29","83.559","2.127"
"30","83.559","3.761"
