"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","668.867","0"
"2","668.867","0"
"3","668.867","0.963"
"4","668.867","0.975"
"5","668.867","0.793"
"6","668.867","0.781"
"7","668.867","0.384"
"8","665.309","0.99"
"9","665.309","1.168"
"10","665.309","0.977"
"11","665.309","0.39"
"12","665.309","0.783"
"13","665.309","0.974"
"14","665.309","0.586"
"15","665.309","0.78"
"16","665.309","1.171"
"17","665.309","0.577"
"18","665.309","1.554"
"19","665.309","0.993"
"20","665.309","0.98"
"21","665.309","1.557"
"22","665.309","1.384"
"23","665.309","1.174"
"24","665.309","0.584"
"25","665.309","0.978"
"26","665.309","0.754"
"27","665.309","1.213"
"28","665.309","0.78"
"29","665.309","0.976"
"30","665.309","0.974"
"31","665.309","1.171"
"32","665.309","1.343"
"33","665.309","1.785"
"34","665.309","1.168"
"35","665.309","0.396"
"36","665.309","0.978"
"37","665.309","0.779"
"38","665.309","0.195"
"39","665.309","0.974"
"40","665.309","1.562"
"41","665.309","1.562"
"42","665.309","0.584"
"43","665.309","0.975"
"44","665.309","1.169"
"45","665.309","1.363"
"46","665.309","0.979"
"47","665.309","0.974"
"48","665.309","0.595"
"49","665.309","0.586"
"50","665.309","0.975"
"51","665.309","1.367"
"52","665.309","1.556"
"53","665.309","0.961"
"54","665.309","1.587"
"55","665.309","0.769"
"56","665.309","1.558"
"57","665.309","1.187"
"58","665.309","0.594"
"59","665.309","0.584"
"60","665.309","0.78"
"61","665.309","1.368"
"62","665.309","1.952"
"63","665.309","0.779"
"64","665.309","1.149"
"65","665.309","1.977"
"66","665.309","0.991"
"67","665.309","1.348"
"68","665.309","0.977"
"69","665.309","0.396"
"70","665.309","0.78"
"71","665.309","0.976"
"72","665.309","1.164"
"73","665.309","1.535"
"74","665.305","1.19"
"75","665.324","1.176"
"76","665.324","0.962"
"77","665.324","1.751"
"78","665.324","1.386"
"79","665.324","1.173"
"80","665.324","0.975"
"81","665.324","0.978"
"82","665.324","0.593"
"83","665.324","1.169"
"84","665.324","1.561"
"85","665.324","1.171"
"86","665.324","1.364"
"87","665.324","0.961"
"88","665.324","0.78"
"89","665.324","1.388"
"90","665.324","0.586"
"91","665.324","0.593"
"92","665.324","0.39"
"93","665.324","1.367"
"94","665.324","1.752"
"95","665.324","1.949"
"96","665.324","1.153"
"97","665.324","1.363"
"98","665.324","0.594"
"99","665.324","1.565"
"100","665.324","1.171"
"101","665.324","1.366"
"102","665.324","0.198"
"103","665.324","0.975"
"104","665.324","1.172"
"105","665.324","1.366"
"106","665.961","1.558"
"107","665.969","0.585"
"108","666.098","0.391"
"109","666.098","0.39"
"110","666.098","1.75"
"111","666.098","1.561"
"112","666.098","0.974"
"113","666.098","0.78"
"114","666.098","0.396"
"115","666.098","0.978"
"116","666.098","0.778"
"117","666.098","1.56"
"118","666.098","1.56"
"119","666.098","1.536"
"120","666.098","1.383"
"121","666.102","2.343"
"122","666.102","0.197"
"123","666.102","0.978"
"124","666.102","0.779"
"125","666.102","0.782"
"126","666.102","1.17"
"127","666.102","1.565"
"128","666.102","1.169"
"129","666.102","1.535"
"130","666.102","0.397"
"131","666.102","1.563"
"132","666.102","1.169"
"133","666.102","1.752"
"134","666.102","0.593"
"135","666.102","0.781"
"136","666.102","1.171"
"137","666.102","0.976"
"138","666.102","0.977"
"139","666.102","1.371"
"140","666.102","1.366"
"141","666.102","0.976"
"142","666.102","0.976"
"143","666.102","1.171"
"144","666.102","1.364"
"145","666.102","1.563"
"146","666.102","0.779"
"147","666.102","0.767"
"148","666.102","0.595"
"149","666.102","1.173"
"150","666.102","2.335"
"151","666.102","1.371"
"152","666.102","0.975"
"153","666.102","0.978"
"154","666.102","0.778"
"155","666.102","0.989"
"156","666.102","0.783"
"157","666.102","0.195"
