"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","140.551","0"
"2","140.586","0.584"
"3","78.16","0.396"
"4","78.207","0.195"
"5","78.258","0.39"
"6","78.301","0.389"
"7","78.348","0.583"
"8","78.258","0.395"
"9","78.324","0.583"
"10","78.371","0.575"
"11","78.422","0.397"
"12","78.473","0.781"
"13","78.52","0"
"14","78.566","0.389"
"15","78.609","0.583"
"16","78.648","0.197"
"17","78.695","0.388"
"18","78.738","0.39"
"19","78.797","0.395"
"20","78.84","0.194"
"21","78.883","0.582"
"22","78.93","0.197"
"23","78.977","0.389"
"24","79.027","0.194"
"25","79.078","0.197"
"26","79.125","0.389"
"27","79.172","0.389"
"28","79.344","0.592"
"29","79.391","0"
"30","79.438","0.389"
"31","79.484","0.395"
"32","79.531","0.391"
"33","79.586","0.389"
"34","79.625","0.195"
"35","79.668","0.194"
"36","79.715","0.389"
"37","79.762","0.198"
"38","79.809","0.39"
"39","79.855","0.39"
"40","79.895","0.585"
"41","79.938","0.192"
"42","79.984","0.198"
"43","80.031","0"
"44","80.078","0.389"
"45","80.125","0.388"
"46","80.172","0.198"
"47","80.223","0.583"
"48","80.266","0.388"
"49","80.309","0"
"50","80.348","0.776"
"51","80.387","0.39"
"52","80.43","0.585"
"53","80.477","0"
"54","80.523","0.777"
"55","80.574","0"
"56","80.621","0.577"
"57","80.676","0.587"
"58","80.73","0.975"
"59","80.785","0.782"
"60","80.836","0.39"
"61","80.887","0.99"
"62","80.934","0.975"
"63","80.984","0.39"
"64","81.039","0"
"65","81.086","0.78"
"66","81.137","0.195"
"67","81.188","0.388"
"68","81.238","0.578"
"69","81.293","0.396"
"70","81.344","1.344"
"71","81.395","0.592"
"72","81.445","0.39"
"73","81.5","0"
"74","81.555","0.779"
"75","81.609","0.976"
"76","81.664","0.584"
"77","81.715","0.194"
"78","81.762","0.586"
"79","81.812","0.389"
"80","81.875","0.396"
"81","81.93","0"
"82","81.984","0.195"
"83","82.039","0.781"
"84","82.094","0.39"
"85","82.137","0.783"
"86","82.184","0.977"
"87","82.238","0.195"
"88","82.285","0.576"
"89","82.332","0.588"
"90","82.387","0.397"
"91","82.434","0.39"
"92","82.488","0.577"
"93","82.535","0.585"
"94","82.586","0.39"
"95","82.637","0.396"
"96","82.688","0.198"
"97","82.742","0.585"
"98","82.797","0.389"
"99","82.848","0.585"
"100","82.895","0.768"
"101","82.941","0.584"
"102","83.055","0"
"103","83.109","0.195"
"104","83.16","0.195"
"105","83.371","0.396"
"106","83.422","0.194"
"107","83.473","0.195"
"108","83.531","0.584"
"109","83.586","0.576"
"110","83.645","0"
"111","83.707","0.78"
"112","83.762","0.391"
"113","83.82","0.39"
"114","83.875","0.195"
"115","83.934","0.586"
"116","83.984","0.395"
"117","84.047","0.39"
"118","84.102","0.585"
"119","84.164","0.39"
"120","84.223","0.78"
"121","84.281","0.385"
"122","84.348","0.974"
"123","84.414","0.198"
"124","84.48","0.196"
"125","84.547","1.166"
"126","84.602","0.39"
"127","84.66","0.391"
"128","84.727","0.39"
"129","84.785","0.196"
"130","84.852","0"
"131","84.91","0.195"
"132","84.973","0.778"
"133","85.035","0.384"
"134","85.098","0.39"
"135","85.16","0.594"
"136","85.273","0"
"137","85.34","0.194"
"138","85.406","0.192"
"139","85.469","0"
"140","85.539","0.584"
"141","85.605","0.389"
"142","85.664","0.194"
"143","85.723","0"
"144","85.785","0.195"
"145","85.852","0.778"
"146","85.918","0.389"
"147","72.898","0"
"148","72.965","0.585"
"149","73.031","0.582"
"150","73.098","0"
"151","73.16","0.194"
"152","73.227","0.191"
"153","73.293","0.396"
"154","73.355","0.592"
"155","73.422","0.389"
"156","73.48","0.384"
"157","73.547","0.198"
