"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","672.793","0.194"
"2","672.805","1.166"
"3","672.809","1.757"
"4","672.809","0.779"
"5","672.824","0.392"
"6","672.828","1.358"
"7","672.828","0.587"
"8","672.832","1.188"
"9","672.84","0.39"
"10","672.844","0.975"
"11","672.844","0.976"
"12","672.844","0.782"
"13","672.848","1.363"
"14","672.852","0.781"
"15","672.855","0.78"
"16","672.859","0.584"
"17","672.863","0.584"
"18","672.863","0.595"
"19","672.863","0.769"
"20","672.863","0.198"
"21","672.871","1.367"
"22","672.871","1.558"
"23","672.875","0.78"
"24","672.844","0.78"
"25","672.852","0.585"
"26","672.852","0.587"
"27","672.852","0"
"28","672.855","1.17"
"29","672.859","0.991"
"30","672.859","0.389"
"31","672.867","0.782"
"32","672.875","1.139"
"33","672.883","1.596"
"34","672.883","0.975"
"35","672.883","1.559"
"36","672.887","0.974"
"37","672.887","0.595"
"38","672.891","1.171"
"39","672.898","1.362"
"40","672.902","0.78"
"41","672.906","2.335"
"42","672.906","0.586"
"43","672.914","1.563"
"44","672.918","0.781"
"45","672.922","0.972"
"46","672.926","0.397"
"47","672.93","0.39"
"48","672.93","1.362"
"49","672.93","1.171"
"50","672.93","1.168"
"51","672.934","0.586"
"52","672.934","0.974"
"53","672.941","1.559"
"54","672.945","1.17"
"55","672.949","1.386"
"56","672.949","1.155"
"57","672.953","0.793"
"58","672.953","0.78"
"59","672.961","0.78"
"60","672.961","1.172"
"61","672.961","0.977"
"62","672.965","0.781"
"63","672.969","0.778"
"64","665.637","0.987"
"65","665.637","0.192"
"66","665.637","1.174"
"67","665.641","1.366"
"68","665.652","1.173"
"69","665.656","1.17"
"70","665.66","0.781"
"71","665.66","1.757"
"72","665.664","1.383"
"73","665.664","0.975"
"74","665.664","1.171"
"75","665.668","1.171"
"76","665.668","0.781"
"77","665.668","1.172"
"78","665.668","0.973"
"79","665.668","0.977"
"80","665.668","0.779"
"81","665.668","0.781"
"82","665.668","0.783"
"83","665.668","0.779"
"84","665.668","1.78"
"85","665.672","1.558"
"86","665.672","0.391"
"87","665.672","0.389"
"88","665.676","1.175"
"89","665.676","0.974"
"90","665.676","1.365"
"91","665.68","0.584"
"92","665.68","2.735"
"93","665.684","0.78"
"94","665.684","1.173"
"95","665.684","1.364"
"96","665.684","1.365"
"97","665.691","0.396"
"98","665.699","0.39"
"99","665.703","0.586"
"100","665.715","1.17"
"101","665.719","0.586"
"102","665.723","0.976"
"103","665.723","0.778"
"104","665.723","0.78"
"105","665.727","1.172"
"106","665.734","1.186"
"107","647.617","0.195"
"108","647.617","0.195"
"109","647.617","0.39"
"110","647.617","1.17"
"111","647.621","0.778"
"112","647.629","0.391"
"113","647.633","1.185"
"114","647.645","0.585"
"115","647.656","0.979"
"116","647.656","0.976"
"117","647.656","0.977"
"118","647.66","0.195"
"119","647.668","0.586"
"120","647.668","1.362"
"121","647.676","1.173"
"122","647.676","0.976"
"123","647.684","0.585"
"124","647.688","0.976"
"125","647.695","0.977"
"126","647.703","0.976"
"127","647.711","0.587"
"128","647.719","1.166"
"129","647.719","1.369"
"130","647.723","1.169"
"131","647.727","0.781"
"132","647.734","0.396"
"133","647.734","0.779"
"134","647.738","0.781"
"135","647.742","0.783"
"136","647.746","0.586"
"137","647.75","0.583"
"138","647.75","0.977"
"139","647.75","0.39"
"140","647.762","0.588"
"141","647.77","1.562"
"142","647.773","0.778"
"143","647.773","1.169"
"144","647.789","0.78"
"145","647.789","1.366"
"146","647.793","0.596"
"147","647.809","0.584"
"148","647.809","0.78"
"149","647.809","0.782"
"150","647.809","1.365"
"151","647.812","1.365"
"152","647.812","1.562"
"153","647.82","1.559"
"154","647.82","0.975"
"155","647.82","0.781"
"156","647.824","0"
"157","647.828","0"
