"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","710.066","0"
"2","710.066","1.17"
"3","710.066","1.17"
"4","710.066","1.388"
"5","710.066","0.974"
"6","722.207","2.69"
"7","735.621","5.445"
"8","735.617","0.782"
"9","735.617","1.187"
"10","735.617","0.973"
"11","735.617","1.172"
"12","735.617","0.99"
"13","735.617","0.585"
"14","735.617","0.767"
"15","735.617","0.975"
"16","735.617","0.977"
"17","735.617","0.585"
"18","735.629","1.169"
"19","735.629","0.793"
"20","735.629","1.172"
"21","735.629","0.585"
"22","735.629","0.777"
"23","735.629","0.979"
"24","735.629","1.582"
"25","735.629","1.749"
"26","735.629","1.921"
"27","735.629","1.779"
"28","735.629","0.391"
"29","735.629","0.584"
"30","735.629","0.587"
"31","735.629","2.147"
"32","735.629","0.782"
"33","735.629","1.165"
"34","735.629","0.976"
"35","735.629","0.782"
"36","735.629","1.174"
"37","735.629","2.366"
"38","735.543","1.347"
"39","735.543","1.36"
"40","735.543","0.796"
"41","735.551","0.39"
"42","735.551","0.195"
"43","735.551","0.389"
"44","735.551","0.592"
"45","735.551","0.959"
"46","735.535","0.584"
"47","735.535","1.39"
"48","735.535","0.195"
"49","735.535","0.389"
"50","735.535","1.172"
"51","735.535","1.756"
"52","735.535","1.187"
"53","735.535","0.961"
"54","735.535","0.975"
"55","735.535","1.359"
"56","735.535","0.396"
"57","735.535","0.977"
"58","735.535","0.195"
"59","735.535","1.765"
"60","735.535","1.562"
"61","735.535","0.782"
"62","735.535","0.973"
"63","735.535","0.979"
"64","735.535","0.578"
"65","735.535","0.977"
"66","735.535","0.792"
"67","735.535","0.195"
"68","735.535","1.752"
"69","735.535","0.978"
"70","735.535","1.364"
"71","735.535","1.58"
"72","735.535","0.965"
"73","735.535","1.372"
"74","735.535","1.366"
"75","735.535","1.369"
"76","735.535","0.587"
"77","735.535","1.17"
"78","735.535","0.784"
"79","735.535","1.759"
"80","735.535","0.777"
"81","735.535","0.789"
"82","735.535","0.779"
"83","735.535","0.389"
"84","735.535","0.593"
"85","735.535","0.389"
"86","735.535","0.576"
"87","735.535","0.585"
"88","735.535","0.396"
"89","735.535","0.195"
"90","735.535","0.593"
"91","735.535","0.974"
"92","735.535","0.96"
"93","735.535","0.593"
"94","735.535","0"
"95","735.535","0.78"
"96","735.535","1.581"
"97","735.535","0.574"
"98","735.535","0"
"99","735.535","1.184"
"100","735.535","0.384"
"101","735.535","0.195"
"102","735.535","0.593"
"103","735.535","0.195"
"104","735.535","0.78"
"105","735.535","0.791"
"106","735.535","0.766"
"107","735.535","0.198"
"108","735.535","0.585"
"109","735.535","1.167"
"110","735.535","0.977"
"111","735.535","1.171"
"112","735.52","0.782"
"113","735.52","0.585"
"114","735.52","0.975"
"115","735.52","0.781"
"116","735.52","1.174"
"117","735.52","1.385"
"118","735.52","0.583"
"119","735.52","0.578"
"120","735.52","0.977"
"121","735.52","1.951"
"122","735.52","0.976"
"123","735.52","0.395"
"124","735.52","1.362"
"125","735.52","0.781"
"126","735.52","0.976"
"127","735.52","1.172"
"128","735.52","0.586"
"129","735.52","0.584"
"130","735.52","1.566"
"131","735.52","1.188"
"132","735.52","0.766"
"133","735.52","0.99"
"134","735.52","0.39"
"135","735.535","0.974"
"136","735.535","0.783"
"137","735.535","0.781"
"138","735.535","0.978"
"139","735.535","0.974"
"140","735.535","1.172"
"141","735.535","0.976"
"142","735.535","0.391"
"143","735.535","1.563"
"144","735.535","1.173"
"145","735.535","0.975"
"146","735.535","0.391"
"147","735.535","0.974"
"148","735.535","1.188"
"149","735.535","0.766"
"150","735.535","0.395"
"151","735.535","0.389"
"152","735.535","1.185"
"153","735.535","0.194"
"154","735.535","0.583"
"155","735.535","1.557"
"156","735.535","0.197"
"157","735.535","0.194"
