"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","81.77","0"
"2","81.781","1.954"
"3","82.684","1.752"
"4","82.684","1.362"
"5","83.684","1.558"
"6","84.684","1.584"
"7","84.684","1.748"
"8","85.684","1.56"
"9","85.684","1.184"
"10","85.684","1.536"
"11","86.684","1.58"
"12","86.684","1.555"
"13","86.684","1.558"
"14","86.684","1.944"
"15","86.684","1.185"
"16","86.684","1.95"
"17","86.676","1.946"
"18","86.676","1.366"
"19","86.676","1.169"
"20","86.676","1.95"
"21","86.676","1.581"
"22","86.676","1.563"
"23","86.676","2.143"
"24","86.676","1.951"
"25","86.676","1.554"
"26","86.676","1.95"
"27","86.676","1.954"
"28","86.676","1.777"
"29","86.676","1.558"
"30","86.676","1.796"
"31","86.676","1.479"
"32","86.676","1.386"
"33","86.676","0.967"
"34","86.676","1.362"
"35","86.676","1.585"
"36","86.676","1.755"
"37","86.676","1.362"
"38","86.676","1.955"
"39","86.676","1.555"
"40","86.676","1.171"
"41","86.676","1.757"
"42","86.676","1.366"
"43","86.676","1.385"
"44","86.676","1.754"
"45","86.676","2.141"
"46","86.676","1.366"
"47","86.621","2.145"
"48","86.621","1.363"
"49","86.621","1.756"
"50","86.625","1.779"
"51","86.625","1.165"
"52","86.625","1.364"
"53","86.625","1.946"
"54","86.625","1.759"
"55","86.625","1.779"
"56","86.625","1.366"
"57","86.625","1.367"
"58","86.625","1.942"
"59","86.625","2.167"
"60","86.625","2.112"
"61","86.625","1.584"
"62","86.625","1.559"
"63","86.625","1.754"
"64","86.625","1.95"
"65","86.625","2.337"
"66","86.625","1.949"
"67","86.625","1.561"
"68","86.625","1.755"
"69","86.625","1.173"
"70","86.625","1.172"
"71","86.625","1.586"
"72","86.625","1.558"
"73","86.625","1.757"
"74","86.625","1.361"
"75","86.625","1.943"
"76","86.625","1.952"
"77","86.625","1.559"
"78","86.625","1.564"
"79","86.625","1.561"
"80","86.625","1.781"
"81","86.625","1.755"
"82","86.625","1.558"
"83","86.625","1.558"
"84","86.625","1.386"
"85","86.625","1.726"
"86","86.625","1.779"
"87","86.625","1.562"
"88","86.625","1.56"
"89","86.625","1.758"
"90","86.625","1.947"
"91","86.625","1.558"
"92","86.625","1.169"
"93","86.625","1.563"
"94","86.625","1.751"
"95","86.625","1.786"
"96","86.625","0.977"
"97","86.625","1.56"
"98","86.625","1.556"
"99","86.625","1.751"
"100","86.625","1.975"
"101","86.625","1.73"
"102","86.625","1.786"
"103","86.625","1.536"
"104","86.625","1.983"
"105","86.625","1.751"
"106","86.625","1.361"
"107","86.625","1.751"
"108","86.625","1.953"
"109","86.625","1.977"
"110","86.625","1.557"
"111","86.625","1.366"
"112","86.625","1.17"
"113","86.625","2.145"
"114","86.625","1.757"
"115","86.625","1.753"
"116","86.625","1.951"
"117","86.625","1.953"
"118","86.625","1.948"
"119","86.625","1.583"
"120","86.625","1.752"
"121","86.621","1.561"
"122","86.621","1.557"
"123","86.621","1.758"
"124","86.621","1.563"
"125","86.621","1.754"
"126","86.621","1.384"
"127","86.621","1.366"
"128","86.621","1.563"
"129","86.621","1.17"
"130","86.621","1.949"
"131","86.621","1.756"
"132","86.621","1.169"
"133","86.621","1.558"
"134","86.621","1.948"
"135","86.625","1.979"
"136","86.625","1.554"
"137","86.625","1.949"
"138","86.625","1.778"
"139","86.625","1.357"
"140","86.625","0.972"
"141","86.625","1.556"
"142","86.625","1.386"
"143","86.625","1.755"
"144","86.656","1.167"
"145","86.656","1.755"
"146","86.656","1.758"
"147","86.656","0.973"
"148","86.656","1.559"
"149","86.656","0.99"
"150","86.656","1.748"
"151","86.656","1.555"
"152","86.656","2.145"
"153","86.656","2.145"
"154","86.656","1.781"
"155","86.656","1.557"
"156","86.656","1.366"
"157","86.656","0.39"
