"Qos","Publicadores","Publicados","Recibidos","Diferencia","TiempoPublicacionMs","PublicadosPorSegundo","TiempoRecepcionMs","RecibidosPorSegundo"
"0","1","5000","5000","0","156128.976","32.025","155137.64","32.229"
