"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","602.754","0"
"2","602.758","0.585"
"3","602.762","0.39"
"4","602.766","0.584"
"5","602.766","0.782"
"6","602.766","1.173"
"7","602.77","0.779"
"8","602.77","0.39"
"9","602.77","0.595"
"10","602.773","0.975"
"11","602.777","0.586"
"12","602.777","0.39"
"13","602.781","0.971"
"14","602.785","0.587"
"15","602.785","0.194"
"16","602.793","0.195"
"17","602.797","0.396"
"18","602.797","0"
"19","602.801","0.781"
"20","602.805","0.78"
"21","602.809","0.778"
"22","602.812","0.39"
"23","602.812","0.971"
"24","602.812","0.195"
"25","602.816","0.587"
"26","602.816","0.978"
"27","602.816","0.586"
"28","602.816","0.585"
"29","602.816","0.594"
"30","602.816","0"
"31","602.816","0.195"
"32","602.82","0.39"
"33","602.82","0.586"
"34","602.82","0.779"
"35","602.82","0.391"
"36","602.824","0.586"
"37","602.824","0.389"
"38","602.824","1.168"
"39","602.832","0.391"
"40","602.836","0.389"
"41","602.836","0.195"
"42","602.836","1.367"
"43","602.836","0.391"
"44","602.84","0.39"
"45","602.84","0.396"
"46","602.844","1.169"
"47","602.848","0"
"48","602.848","0.779"
"49","602.848","0.587"
"50","602.859","1.174"
"51","602.863","0.585"
"52","602.875","0.975"
"53","602.875","0.391"
"54","602.875","0.391"
"55","602.875","0.586"
"56","602.879","0.195"
"57","602.879","0.974"
"58","602.879","0.781"
"59","602.883","0.779"
"60","602.887","0.587"
"61","602.891","0.585"
"62","602.895","0.974"
"63","602.895","0.195"
"64","602.895","0.78"
"65","602.902","0.975"
"66","602.906","1.366"
"67","602.906","0.198"
"68","602.895","1.173"
"69","602.902","0.389"
"70","602.902","0.195"
"71","602.902","0.39"
"72","602.914","0.585"
"73","602.914","0.586"
"74","602.918","0.39"
"75","602.918","0.782"
"76","602.922","0.391"
"77","602.93","0.779"
"78","602.93","0.391"
"79","602.93","0.585"
"80","602.934","0.195"
"81","602.938","0.391"
"82","602.938","0.39"
"83","602.941","0.389"
"84","602.941","0.595"
"85","602.945","0"
"86","602.949","0.193"
"87","602.953","0.391"
"88","602.953","0.792"
"89","602.953","0.586"
"90","602.953","0.964"
"91","602.953","0.594"
"92","602.953","0.195"
"93","602.957","0.585"
"94","602.957","0.586"
"95","602.957","0.391"
"96","602.957","0.975"
"97","602.961","0.585"
"98","602.961","0.585"
"99","602.961","0.195"
"100","602.973","0.195"
"101","602.977","0.781"
"102","602.977","0.593"
"103","602.977","0.586"
"104","602.977","0.195"
"105","602.977","0.39"
"106","602.977","0.978"
"107","602.98","0.585"
"108","602.98","0.78"
"109","602.98","1.171"
"110","602.992","0.195"
"111","602.992","0.976"
"112","602.992","0.195"
"113","602.996","0.971"
"114","602.996","0.198"
"115","602.996","0.195"
"116","603","0.39"
"117","603","0.195"
"118","603.004","0.39"
"119","603.004","0.585"
"120","603.008","0.195"
"121","603.012","0.593"
"122","603.012","0.39"
"123","603.012","0.783"
"124","603.012","0.584"
"125","603.016","0.195"
"126","603.016","0.585"
"127","603.02","0.586"
"128","603.035","0.779"
"129","603.043","0.781"
"130","603.051","0.791"
"131","603.051","0.781"
"132","603.055","0.585"
"133","603.059","0.977"
"134","603.066","0.195"
"135","603.066","0.195"
"136","603.07","0.585"
"137","603.074","0.78"
"138","603.074","0.392"
"139","603.074","0.39"
"140","603.078","0.779"
"141","603.078","0.195"
"142","603.082","0.586"
"143","603.094","1.171"
"144","603.094","0.782"
"145","603.094","0.586"
"146","603.098","1.171"
"147","603.105","0.198"
"148","603.109","0.78"
"149","603.113","0.78"
"150","603.117","0.39"
"151","603.117","0.195"
"152","603.117","0.978"
"153","603.117","0.976"
"154","603.125","0"
"155","603.125","0.195"
"156","603.129","0.39"
