"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","698.391","12.828"
"2","698.566","3.112"
"3","698.566","0.385"
"4","698.566","0.197"
"5","698.566","0.196"
"6","698.566","0.195"
"7","698.566","0.576"
"8","698.566","0"
"9","698.566","0.195"
"10","698.566","0.396"
