"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","711.781","0.195"
"2","711.781","0.389"
"3","711.781","0.195"
"4","711.781","0.389"
"5","711.781","0.586"
"6","711.781","0.195"
"7","711.781","0"
"8","711.781","0.396"
"9","711.781","0.195"
"10","711.781","0.195"
"11","711.781","0.195"
"12","711.781","0.585"
"13","711.781","0.584"
"14","711.781","0.195"
"15","711.781","0"
"16","711.781","0.195"
"17","711.781","0.585"
"18","711.781","0.195"
"19","711.781","0.766"
"20","711.781","0.401"
"21","711.781","0.195"
"22","711.781","0"
"23","711.781","0.595"
"24","711.781","0.389"
"25","711.781","0.396"
"26","711.781","0"
"27","711.781","0.584"
"28","711.781","0.583"
"29","711.781","0"
"30","711.781","0.388"
"31","711.781","0.192"
"32","711.781","0.401"
"33","711.781","0.778"
"34","711.77","0.194"
"35","711.77","0"
"36","711.77","0.389"
"37","711.77","0.388"
"38","711.77","0.198"
"39","711.77","0.582"
"40","711.77","0.197"
"41","711.77","0.388"
"42","711.77","0.582"
"43","711.77","0"
"44","711.77","0.582"
"45","711.77","0.583"
"46","711.77","0.197"
"47","711.77","0.194"
"48","711.77","0.194"
"49","711.77","0.197"
"50","711.77","1.365"
"51","711.77","1.172"
"52","711.77","0.779"
"53","711.77","0.192"
"54","711.77","0.396"
"55","711.77","0.195"
"56","711.77","0.395"
"57","711.77","0.195"
"58","711.77","0.389"
"59","711.77","1.155"
"60","711.77","0.591"
"61","711.77","0.78"
"62","711.77","0"
"63","711.727","0.397"
"64","711.727","0.389"
"65","711.727","0.586"
"66","711.914","0.389"
"67","711.918","0.578"
"68","711.938","0.39"
"69","711.938","0.585"
"70","711.938","1.39"
"71","711.938","0.78"
"72","711.938","0.195"
"73","711.938","0.78"
"74","711.938","0.396"
"75","711.938","0.389"
"76","711.938","0.781"
"77","711.938","0.39"
"78","711.938","0.78"
"79","711.938","0.384"
"80","721.125","1.987"
"81","721.125","0.192"
"82","721.125","0.396"
"83","721.125","0.594"
"84","721.125","0.195"
"85","721.125","0.195"
"86","721.125","0.973"
"87","721.125","0.585"
"88","721.125","0.96"
"89","721.125","0.586"
"90","721.125","0.781"
"91","721.125","0.389"
"92","721.125","0.79"
"93","721.125","0"
"94","721.125","0.586"
"95","721.125","0.39"
"96","721.125","0.973"
"97","721.125","0.389"
"98","721.125","0.391"
"99","721.125","0.781"
"100","721.125","0"
"101","721.125","0.782"
"102","721.125","1.169"
"103","721.125","0.195"
"104","721.125","0.39"
"105","721.125","0.586"
"106","721.125","0.198"
"107","721.125","0.977"
"108","721.125","0.973"
"109","721.125","0.195"
"110","721.125","0.576"
"111","721.125","0.594"
"112","721.125","0.39"
"113","721.125","0.198"
"114","721.125","0.39"
"115","721.125","0.586"
"116","721.125","0.583"
"117","721.125","0.576"
"118","721.125","0.585"
"119","721.125","0.198"
"120","721.125","0.197"
"121","721.125","0.389"
"122","721.125","0.193"
"123","721.125","1.562"
"124","721.125","0.778"
"125","721.125","0.992"
"126","721.125","0.197"
"127","721.152","0.975"
"128","721.152","0.584"
"129","721.16","0.391"
"130","721.16","0.39"
"131","721.16","0.584"
"132","721.16","0.196"
"133","721.16","0.78"
"134","721.16","0"
"135","721.16","0.781"
"136","721.16","0.586"
"137","721.16","0.39"
"138","721.16","0"
"139","721.16","0.783"
"140","721.16","0.973"
"141","721.16","0.78"
"142","721.16","0.195"
"143","721.145","0.587"
"144","721.145","0"
"145","721.145","0.586"
"146","721.145","0.391"
"147","721.145","0.39"
"148","721.145","0.195"
"149","721.145","0.973"
"150","721.145","0.585"
"151","721.145","0.577"
"152","721.145","0.595"
"153","721.145","0.575"
"154","721.145","0.593"
"155","721.145","0"
"156","721.145","0.781"
"157","721.145","0.388"
