"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","703.629","13.028"
"2","703.633","0.583"
"3","703.633","0.389"
"4","703.633","0.585"
"5","703.633","0.195"
"6","703.633","0"
"7","703.637","0.389"
"8","703.637","0.195"
"9","703.637","0.198"
"10","703.637","0.195"
