"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","699.957","13.35"
"2","699.973","1.75"
"3","699.973","0"
"4","699.973","0.577"
"5","699.973","0.781"
"6","699.973","0.39"
"7","699.977","1.385"
"8","699.977","0.195"
"9","699.977","0.39"
"10","699.977","0.391"
