"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","663.977","0"
"2","663.98","0.197"
"3","663.988","1.168"
"4","663.988","0.389"
"5","663.988","0.782"
"6","663.988","0.391"
"7","663.988","0.389"
"8","663.988","0.587"
"9","663.992","0.975"
"10","663.996","0.39"
"11","663.996","0.585"
"12","663.996","0.198"
"13","664","0.196"
"14","664","0.39"
"15","664.004","0.195"
"16","664.004","0.584"
"17","664.012","0.194"
"18","664.016","0.587"
"19","664.02","0.976"
"20","664.02","0.39"
"21","664.02","0.391"
"22","664.02","0.586"
"23","664.02","1.172"
"24","664.02","0.781"
"25","664.02","0.389"
"26","664.023","0.395"
"27","664.023","0.586"
"28","664.043","0.195"
"29","664.043","1.162"
"30","664.043","0.39"
"31","664.043","0.587"
"32","664.043","0.585"
"33","664.043","1.118"
"34","664.043","0.614"
"35","664.043","0.195"
"36","664.043","0.195"
"37","664.047","0.196"
"38","664.055","0.594"
"39","664.059","0.195"
"40","664.059","0"
"41","664.066","0.195"
"42","664.066","0.584"
"43","664.066","0.195"
"44","664.066","0.39"
"45","664.066","0.584"
"46","664.07","0.391"
"47","664.074","0.396"
"48","664.074","0.195"
"49","664.074","0.975"
"50","664.074","0.39"
"51","664.078","0.586"
"52","664.082","0.388"
"53","664.082","0.394"
"54","664.086","0.389"
"55","664.086","0.584"
"56","664.086","0.195"
"57","664.09","0.395"
"58","664.09","0.195"
"59","664.09","0.388"
"60","664.094","0.389"
"61","664.098","0"
"62","664.098","0"
"63","664.098","0.39"
"64","664.105","0.585"
"65","664.109","0.584"
"66","664.109","0"
"67","664.113","0.389"
"68","664.117","0.389"
"69","664.121","0.197"
"70","664.121","0"
"71","664.121","0.39"
"72","664.121","0.39"
"73","664.121","0.777"
"74","664.121","0"
"75","664.121","0.585"
"76","664.121","0.584"
"77","664.121","0.389"
"78","664.121","0.391"
"79","664.121","0.195"
"80","664.121","0.585"
"81","664.121","0.197"
"82","664.121","0.388"
"83","664.121","0.389"
"84","664.121","0"
"85","664.121","0.389"
"86","664.121","0.777"
"87","664.113","0.395"
"88","664.113","0.777"
"89","664.113","0.582"
"90","664.113","0.395"
"91","664.113","0.777"
"92","664.113","0.987"
"93","664.113","0.389"
"94","664.113","0.582"
"95","664.113","0.395"
"96","664.113","0.583"
"97","664.113","0.778"
"98","664.113","0.195"
"99","664.113","0.586"
"100","664.113","1.188"
"101","664.242","0.195"
"102","664.266","0.195"
"103","664.266","0"
"104","664.266","0.39"
"105","664.266","0"
"106","664.266","0.389"
"107","664.273","0.389"
"108","664.273","0.585"
"109","664.273","0.585"
"110","664.273","0.391"
"111","664.273","0.39"
"112","664.273","0"
"113","664.273","0.973"
"114","664.273","0.776"
"115","664.273","0.197"
"116","664.273","0.583"
"117","664.273","0.592"
"118","664.273","0.389"
"119","665.441","0.582"
"120","665.449","0.591"
"121","665.797","0.586"
"122","665.797","0.583"
"123","665.797","0.975"
"124","665.805","0.585"
"125","665.805","0.587"
"126","665.805","0.973"
"127","665.805","0.585"
"128","545.844","0.198"
"129","545.844","0"
"130","545.844","0.195"
"131","545.844","1.171"
"132","545.859","0.585"
"133","545.859","0.389"
"134","545.859","0.586"
"135","545.863","0.391"
"136","545.863","0.391"
"137","486.91","0.591"
"138","486.918","0.194"
"139","486.922","0.391"
"140","486.922","0.587"
"141","486.93","0.586"
"142","486.934","0.194"
"143","486.934","0.39"
"144","486.938","0.78"
"145","486.941","0.587"
"146","486.941","1.169"
"147","486.941","0.585"
"148","486.941","0.196"
"149","487.746","1.381"
"150","488.164","0.585"
"151","488.168","0.195"
"152","488.176","0.78"
"153","488.176","0.586"
"154","488.176","0.391"
"155","488.207","0.585"
"156","488.207","0.195"
"157","488.219","0"
