"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","231.715","0.194"
"2","165.844","0.586"
"3","165.918","0.975"
"4","165.988","1.562"
"5","166.062","0.976"
"6","166.113","0.977"
"7","166.18","1.367"
"8","166.258","1.756"
"9","166.324","0.39"
"10","166.391","0.584"
"11","166.477","2.152"
"12","166.551","1.387"
"13","166.625","1.169"
"14","166.684","1.729"
"15","166.75","1.169"
"16","166.824","1.363"
"17","166.906","0.991"
"18","166.973","0"
"19","167.047","1.173"
"20","165.133","0.778"
"21","165.305","1.381"
"22","165.383","1.344"
"23","165.453","1.579"
"24","165.527","0.78"
"25","165.59","0.389"
"26","165.668","1.567"
"27","165.75","1.365"
"28","165.824","2.38"
"29","165.898","1.169"
"30","165.98","1.728"
"31","166.043","1.565"
"32","166.109","0.791"
"33","166.223","1.15"
"34","166.289","0.792"
"35","166.371","1.558"
"36","166.422","0.586"
"37","166.5","0.99"
"38","166.559","0.585"
"39","166.621","0.978"
"40","166.699","0.585"
"41","166.754","0.585"
"42","166.82","1.755"
"43","166.875","0.383"
"44","166.953","1.187"
"45","167.027","0.39"
"46","167.102","1.755"
"47","167.18","0.39"
"48","167.25","1.188"
"49","167.32","0.781"
"50","167.395","0.78"
"51","167.48","1.344"
"52","167.547","0.778"
"53","167.617","0.791"
"54","167.699","0.195"
"55","167.762","0.584"
"56","167.832","1.581"
"57","167.906","0.768"
"58","167.984","0.978"
"59","168.051","0.974"
"60","168.121","1.365"
"61","168.207","0.975"
"62","168.285","0.781"
"63","168.359","0.793"
"64","168.441","0.585"
"65","168.508","0.39"
"66","168.57","0.586"
"67","168.648","0.976"
"68","168.715","1.185"
"69","168.801","1.153"
"70","168.863","0.391"
"71","168.949","0.586"
"72","169.016","1.944"
"73","169.082","1.173"
"74","169.164","0.396"
"75","169.254","1.754"
"76","169.324","0.78"
"77","169.406","2.372"
"78","169.484","1.539"
"79","169.555","1.385"
"80","169.629","0.962"
"81","169.703","1.364"
"82","169.773","0.781"
"83","169.855","0.974"
"84","169.938","0.198"
"85","170.004","1.173"
"86","170.082","0.975"
"87","170.156","0.782"
"88","170.23","0.594"
"89","170.309","0.195"
"90","170.383","0.96"
"91","170.461","0.39"
"92","170.547","1.17"
"93","170.617","1.384"
"94","170.699","0.781"
"95","170.781","0.778"
"96","170.855","1.367"
"97","170.926","1.385"
"98","170.984","1.365"
"99","171.07","0.959"
"100","171.141","1.172"
"101","171.227","0.586"
"102","171.309","1.956"
"103","171.387","1.368"
"104","171.469","0.78"
"105","171.543","0.39"
"106","171.617","0.781"
"107","171.695","0.78"
"108","171.758","0.396"
"109","171.812","1.366"
"110","171.902","1.751"
"111","171.98","1.786"
"112","172.062","0.976"
"113","172.137","0.958"
"114","172.203","1.169"
"115","172.27","0.99"
"116","172.34","0.585"
"117","172.41","0.78"
"118","172.488","0.779"
"119","172.555","0.78"
"120","172.637","0.991"
"121","172.719","1.345"
"122","172.789","1.366"
"123","172.879","1.174"
"124","172.961","0.976"
"125","173.027","1.754"
"126","173.105","1.185"
"127","173.176","1.37"
"128","173.242","0.962"
"129","173.328","0.791"
"130","173.398","1.56"
"131","173.48","1.171"
"132","173.551","0.585"
"133","173.625","2.567"
"134","173.695","1.923"
"135","173.773","0.976"
"136","173.852","0.975"
"137","173.922","0.585"
"138","174.004","0.593"
"139","174.086","0"
"140","174.16","0.977"
"141","174.242","0.973"
"142","174.316","1.389"
"143","174.391","0.587"
"144","174.477","0.585"
"145","174.57","0.577"
"146","174.656","0.976"
"147","174.738","1.557"
"148","174.816","0.791"
"149","174.891","0.781"
"150","174.969","0.779"
"151","175.059","0.586"
"152","175.141","0.974"
"153","175.223","1.955"
"154","175.301","0.989"
"155","175.383","1.558"
"156","175.473","0.192"
"157","175.559","0.391"
