❯  Starting publish benchmark, connections: 1, req interval: 10ms, message interval: 20ms
...  [0/1] - Connecting...
√  [1/1] - Connected
√  Created 1 connections in 0.014s
Published total: 32, message rate: 32/s
Published total: 65, message rate: 33/s
Published total: 98, message rate: 33/s
Published total: 130, message rate: 32/s
Published total: 163, message rate: 33/s
Published total: 195, message rate: 32/s
Published total: 228, message rate: 33/s
Published total: 261, message rate: 33/s
Published total: 293, message rate: 32/s
Published total: 326, message rate: 33/s
Published total: 358, message rate: 32/s
Published total: 391, message rate: 33/s
Published total: 424, message rate: 33/s
Published total: 456, message rate: 32/s
Published total: 489, message rate: 33/s
Published total: 521, message rate: 32/s
Published total: 555, message rate: 34/s
Published total: 587, message rate: 32/s
Published total: 620, message rate: 33/s
Published total: 653, message rate: 33/s
Published total: 685, message rate: 32/s
Published total: 718, message rate: 33/s
Published total: 750, message rate: 32/s
Published total: 783, message rate: 33/s
Published total: 815, message rate: 32/s
Published total: 848, message rate: 33/s
Published total: 880, message rate: 32/s
Published total: 913, message rate: 33/s
Published total: 945, message rate: 32/s
Published total: 978, message rate: 33/s
Published total: 1010, message rate: 32/s
Published total: 1043, message rate: 33/s
Published total: 1075, message rate: 32/s
Published total: 1108, message rate: 33/s
Published total: 1140, message rate: 32/s
Published total: 1173, message rate: 33/s
Published total: 1205, message rate: 32/s
Published total: 1238, message rate: 33/s
Published total: 1270, message rate: 32/s
Published total: 1303, message rate: 33/s
Published total: 1335, message rate: 32/s
Published total: 1368, message rate: 33/s
Published total: 1400, message rate: 32/s
Published total: 1433, message rate: 33/s
Published total: 1465, message rate: 32/s
Published total: 1498, message rate: 33/s
Published total: 1530, message rate: 32/s
Published total: 1563, message rate: 33/s
Published total: 1595, message rate: 32/s
Published total: 1628, message rate: 33/s
Published total: 1660, message rate: 32/s
Published total: 1693, message rate: 33/s
Published total: 1725, message rate: 32/s
Published total: 1758, message rate: 33/s
Published total: 1790, message rate: 32/s
Published total: 1823, message rate: 33/s
Published total: 1855, message rate: 32/s
Published total: 1888, message rate: 33/s
Published total: 1920, message rate: 32/s
Published total: 1953, message rate: 33/s
Published total: 1985, message rate: 32/s
Published total: 2018, message rate: 33/s
Published total: 2050, message rate: 32/s
Published total: 2083, message rate: 33/s
Published total: 2115, message rate: 32/s
Published total: 2148, message rate: 33/s
Published total: 2180, message rate: 32/s
Published total: 2213, message rate: 33/s
Published total: 2246, message rate: 33/s
Published total: 2279, message rate: 33/s
Published total: 2311, message rate: 32/s
Published total: 2344, message rate: 33/s
Published total: 2376, message rate: 32/s
Published total: 2409, message rate: 33/s
Published total: 2441, message rate: 32/s
Published total: 2474, message rate: 33/s
Published total: 2507, message rate: 33/s
Published total: 2540, message rate: 33/s
Published total: 2572, message rate: 32/s
Published total: 2605, message rate: 33/s
Published total: 2637, message rate: 32/s
Published total: 2670, message rate: 33/s
Published total: 2702, message rate: 32/s
Published total: 2735, message rate: 33/s
Published total: 2768, message rate: 33/s
Published total: 2800, message rate: 32/s
Published total: 2833, message rate: 33/s
Published total: 2865, message rate: 32/s
Published total: 2898, message rate: 33/s
Published total: 2931, message rate: 33/s
Published total: 2963, message rate: 32/s
Published total: 2996, message rate: 33/s
Published total: 3028, message rate: 32/s
Published total: 3061, message rate: 33/s
Published total: 3093, message rate: 32/s
Published total: 3126, message rate: 33/s
Published total: 3158, message rate: 32/s
Published total: 3191, message rate: 33/s
Published total: 3224, message rate: 33/s
Published total: 3256, message rate: 32/s
Published total: 3289, message rate: 33/s
Published total: 3322, message rate: 33/s
Published total: 3354, message rate: 32/s
Published total: 3387, message rate: 33/s
Published total: 3420, message rate: 33/s
Published total: 3453, message rate: 33/s
Published total: 3485, message rate: 32/s
Published total: 3518, message rate: 33/s
Published total: 3550, message rate: 32/s
Published total: 3583, message rate: 33/s
Published total: 3615, message rate: 32/s
Published total: 3648, message rate: 33/s
Published total: 3680, message rate: 32/s
Published total: 3713, message rate: 33/s
Published total: 3745, message rate: 32/s
Published total: 3778, message rate: 33/s
Published total: 3810, message rate: 32/s
Published total: 3843, message rate: 33/s
Published total: 3875, message rate: 32/s
Published total: 3908, message rate: 33/s
Published total: 3940, message rate: 32/s
Published total: 3973, message rate: 33/s
Published total: 4006, message rate: 33/s
Published total: 4039, message rate: 33/s
Published total: 4072, message rate: 33/s
Published total: 4104, message rate: 32/s
Published total: 4137, message rate: 33/s
Published total: 4169, message rate: 32/s
Published total: 4202, message rate: 33/s
Published total: 4235, message rate: 33/s
Published total: 4267, message rate: 32/s
Published total: 4300, message rate: 33/s
Published total: 4332, message rate: 32/s
Published total: 4365, message rate: 33/s
Published total: 4397, message rate: 32/s
Published total: 4430, message rate: 33/s
Published total: 4462, message rate: 32/s
Published total: 4495, message rate: 33/s
Published total: 4527, message rate: 32/s
Published total: 4560, message rate: 33/s
Published total: 4592, message rate: 32/s
Published total: 4625, message rate: 33/s
Published total: 4657, message rate: 32/s
Published total: 4690, message rate: 33/s
Published total: 4722, message rate: 32/s
Published total: 4755, message rate: 33/s
Published total: 4787, message rate: 32/s
Published total: 4820, message rate: 33/s
Published total: 4852, message rate: 32/s
Published total: 4885, message rate: 33/s
Published total: 4917, message rate: 32/s
Published total: 4950, message rate: 33/s
Published total: 4983, message rate: 33/s
Published total: 5000, message rate: 17/s
