"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","715.395","10.204"
"2","715.395","0.198"
"3","715.395","0.586"
"4","715.395","0.779"
"5","715.395","0.194"
"6","715.395","0.192"
"7","715.395","0.39"
"8","715.395","0"
"9","715.395","0.196"
"10","715.395","0.195"
