"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","18.73","0.77"
"2","18.73","1.385"
"3","18.73","1.555"
"4","18.73","1.554"
"5","18.73","2.141"
"6","18.73","1.363"
"7","18.73","1.771"
"8","18.73","1.561"
"9","18.734","1.382"
"10","18.734","1.534"
"11","18.734","1.565"
"12","18.734","0.975"
"13","18.734","1.383"
"14","18.734","2.337"
"15","18.734","1.56"
"16","18.734","1.953"
"17","18.734","1.582"
"18","18.734","1.142"
"19","18.734","1.191"
"20","18.734","1.576"
"21","18.734","1.741"
"22","18.734","1.756"
"23","18.734","1.748"
"24","18.734","1.97"
"25","18.734","1.564"
"26","18.836","1.562"
"27","18.836","0.976"
"28","18.836","1.948"
"29","18.836","1.777"
"30","18.836","1.345"
"31","18.836","1.579"
"32","18.836","1.752"
"33","18.836","1.751"
"34","18.836","1.562"
"35","18.836","1.171"
"36","18.836","1.576"
"37","18.836","1.754"
"38","18.836","0.975"
"39","18.836","1.976"
"40","18.836","1.73"
"41","18.836","1.949"
"42","18.836","1.972"
"43","18.836","1.552"
"44","18.836","1.563"
"45","18.836","1.561"
"46","18.836","2.139"
"47","18.836","1.978"
"48","18.836","1.758"
"49","18.836","1.953"
"50","18.836","1.363"
"51","18.836","1.758"
"52","18.836","1.366"
"53","18.836","1.583"
"54","18.836","0.972"
"55","18.836","1.354"
"56","18.836","1.568"
"57","18.836","1.753"
"58","18.836","1.362"
"59","18.836","1.366"
"60","18.836","1.749"
"61","18.836","1.757"
"62","18.836","1.587"
"63","18.836","0.971"
"64","18.836","1.365"
"65","18.836","1.973"
"66","18.836","1.535"
"67","18.836","1.783"
"68","18.836","1.562"
"69","18.836","0.975"
"70","18.836","1.95"
"71","18.836","1.559"
"72","18.836","1.756"
"73","18.836","1.364"
"74","18.836","1.753"
"75","18.836","1.382"
"76","18.836","1.755"
"77","18.836","1.167"
"78","18.836","1.561"
"79","18.836","1.759"
"80","18.836","1.756"
"81","18.836","1.359"
"82","18.836","1.957"
"83","18.836","1.757"
"84","18.836","0.976"
"85","18.836","1.367"
"86","18.836","1.983"
"87","18.836","2.338"
"88","18.836","1.947"
"89","18.836","2.152"
"90","18.836","1.755"
"91","18.836","1.553"
"92","18.836","1.775"
"93","18.836","1.366"
"94","18.836","1.557"
"95","18.836","1.757"
"96","18.836","1.778"
"97","18.836","1.533"
"98","18.836","2.174"
"99","18.836","1.365"
"100","18.836","1.752"
"101","18.836","1.584"
"102","18.836","1.154"
"103","18.836","1.168"
"104","18.836","1.581"
"105","18.836","1.551"
"106","18.82","1.963"
"107","18.82","1.549"
"108","18.82","1.174"
"109","18.82","1.364"
"110","18.82","1.779"
"111","18.82","1.947"
"112","18.82","1.755"
"113","18.82","1.359"
"114","18.82","2.149"
"115","18.82","2.176"
"116","18.82","1.945"
"117","18.82","1.759"
"118","18.82","1.555"
"119","18.82","2.147"
"120","18.82","1.562"
"121","18.82","1.586"
"122","18.82","1.921"
"123","18.82","1.56"
"124","18.82","2.163"
"125","18.82","1.176"
"126","18.82","1.759"
"127","18.82","1.36"
"128","18.82","1.561"
"129","18.82","2.139"
"130","18.82","1.38"
"131","18.82","1.941"
"132","18.82","1.358"
"133","18.82","1.577"
"134","18.82","1.38"
"135","18.82","1.547"
"136","18.82","2.752"
"137","18.82","1.35"
"138","18.82","1.565"
"139","18.82","2.359"
"140","18.82","1.365"
"141","18.82","1.365"
"142","18.82","0.792"
"143","18.82","1.536"
"144","18.82","0.972"
"145","18.82","1.587"
"146","18.82","1.559"
"147","18.82","2.141"
"148","18.82","1.186"
"149","18.82","1.92"
"150","18.82","1.367"
"151","18.82","1.557"
"152","18.82","2.152"
"153","18.82","1.779"
"154","18.82","1.56"
"155","17.281","1.166"
"156","17.281","1.171"
"157","17.281","0"
