"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","667.824","0.193"
"2","667.824","0.39"
"3","667.824","0.794"
"4","667.824","0.195"
"5","667.824","0.78"
"6","667.824","0.78"
"7","667.824","1.362"
"8","667.824","0.777"
"9","667.824","0.396"
"10","668.215","0.781"
"11","668.219","1.559"
"12","668.223","1.367"
"13","668.223","0.583"
"14","668.223","0.962"
"15","668.223","0.585"
"16","668.223","0.992"
"17","668.223","0.585"
"18","668.223","0"
"19","668.223","0.396"
"20","668.223","0.972"
"21","668.223","1.541"
"22","668.223","0.396"
"23","668.223","1.344"
"24","668.227","0.782"
"25","668.227","1.168"
"26","668.227","0.793"
"27","668.227","1.755"
"28","668.227","1.758"
"29","668.207","1.367"
"30","668.688","2.147"
"31","668.688","0.195"
"32","668.715","1.17"
"33","668.719","0.195"
"34","668.719","0.198"
"35","668.719","1.364"
"36","668.719","1.562"
"37","668.723","1.56"
"38","668.723","0.96"
"39","668.723","1.365"
"40","668.723","1.387"
"41","668.723","1.366"
"42","668.723","0.586"
"43","668.723","1.367"
"44","668.723","0.974"
"45","668.723","0"
"46","668.723","1.171"
"47","668.723","1.752"
"48","668.723","1.535"
"49","668.723","1.563"
"50","668.723","0.974"
"51","668.723","0.793"
"52","668.723","0.977"
"53","668.723","1.365"
"54","668.723","0.586"
"55","668.723","1.361"
"56","668.723","0.588"
"57","668.723","1.17"
"58","668.723","0"
"59","668.723","1.171"
"60","668.723","0.39"
"61","668.723","0.78"
"62","668.723","0.778"
"63","668.723","0.959"
"64","668.723","0.397"
"65","668.723","0.782"
"66","668.723","1.168"
"67","668.723","0.391"
"68","668.723","0.584"
"69","668.723","0.586"
"70","668.723","0.791"
"71","668.723","0.781"
"72","668.723","1.948"
"73","668.723","0.78"
"74","668.723","1.73"
"75","668.723","0.587"
"76","668.723","0.791"
"77","668.723","0.385"
"78","668.723","0.975"
"79","668.723","0.594"
"80","668.723","0.586"
"81","668.723","0"
"82","668.723","0.587"
"83","668.723","0.195"
"84","668.723","0.975"
"85","668.723","0.782"
"86","668.723","0.39"
"87","668.723","0.782"
"88","668.723","1.188"
"89","668.723","0.586"
"90","668.723","0.195"
"91","668.723","0.585"
"92","668.723","1.348"
"93","668.723","0.595"
"94","668.723","1.155"
"95","668.723","1.583"
"96","668.754","0"
"97","668.754","1.169"
"98","668.754","0.792"
"99","668.754","0.195"
"100","668.754","0.976"
"101","668.754","0.586"
"102","668.754","0.195"
"103","668.742","0.198"
"104","668.742","1.169"
"105","668.742","0.976"
"106","668.766","0.586"
"107","668.766","0.78"
"108","668.766","0.975"
"109","668.766","0.577"
"110","668.766","0.195"
"111","668.766","1.188"
"112","668.766","0.391"
"113","668.766","0.585"
"114","668.766","0.391"
"115","668.766","0.195"
"116","668.766","0.594"
"117","668.766","0.781"
"118","668.766","1.366"
"119","668.766","1.174"
"120","668.766","0.973"
"121","668.766","0.389"
"122","668.766","1.153"
"123","668.766","1.172"
"124","668.766","0.586"
"125","668.766","0.987"
"126","668.836","0.593"
"127","668.836","0.192"
"128","668.836","0.595"
"129","668.836","0.778"
"130","668.836","0.577"
"131","668.836","1.171"
"132","668.836","0.986"
"133","668.836","0.39"
"134","668.836","0.781"
"135","668.836","0.198"
"136","668.836","0.779"
"137","668.836","0.976"
"138","668.836","1.363"
"139","668.836","1.345"
"140","668.836","0.779"
"141","668.855","0.793"
"142","668.855","0.391"
"143","668.855","0.976"
"144","668.855","0.586"
"145","668.855","0.779"
"146","668.855","0.586"
"147","668.855","0.594"
"148","668.855","0.39"
"149","668.855","1.558"
"150","668.855","0.773"
"151","668.855","0.594"
"152","668.855","0.782"
"153","668.855","0.781"
"154","668.855","0.975"
"155","668.855","1.753"
"156","668.855","0"
"157","668.855","0.586"
