"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","698.566","0.194"
"2","698.566","0.195"
"3","698.566","0.586"
"4","698.566","0.39"
"5","698.566","0.78"
"6","698.566","1.17"
"7","698.566","0.195"
"8","698.566","0.586"
"9","698.566","0.586"
"10","698.566","0.39"
"11","696.656","0"
"12","696.656","1.172"
"13","696.656","0.779"
"14","696.656","0.585"
"15","696.656","0.195"
"16","696.656","0.974"
"17","696.66","0.39"
"18","696.672","0.388"
"19","696.672","1.177"
"20","696.672","0.587"
"21","696.672","0.391"
"22","696.672","0.974"
"23","696.676","0.198"
"24","696.676","0.585"
"25","696.676","0.778"
"26","696.676","0.782"
"27","696.676","0.779"
"28","696.676","0.584"
"29","696.676","0.39"
"30","696.68","0.791"
"31","696.68","0.385"
"32","696.68","0.195"
"33","696.68","0.396"
"34","696.68","0.779"
"35","696.68","0.196"
"36","696.68","0"
"37","696.68","0.975"
"38","696.602","1.171"
"39","696.602","0.39"
"40","696.609","0.195"
"41","696.621","0.977"
"42","696.621","0.583"
"43","696.625","0.195"
"44","696.625","0.586"
"45","696.625","0.99"
"46","696.617","0.194"
"47","696.617","0"
"48","696.617","0.587"
"49","696.617","0.971"
"50","696.617","0.78"
"51","696.617","0"
"52","696.617","0.588"
"53","696.617","0.586"
"54","696.613","0.197"
"55","696.613","0"
"56","696.613","0.389"
"57","696.613","0.393"
"58","696.613","0.193"
"59","696.613","0.781"
"60","696.613","0.396"
"61","696.613","0"
"62","696.613","0.39"
"63","696.613","0.39"
"64","696.613","0.585"
"65","696.613","0.779"
"66","696.613","0.584"
"67","696.613","1.171"
"68","696.613","1.189"
"69","696.613","0.782"
"70","696.613","0.195"
"71","696.613","0.976"
"72","696.613","0.586"
"73","696.613","0.586"
"74","696.613","0.391"
"75","696.617","0.779"
"76","696.617","0.389"
"77","696.617","0.195"
"78","696.617","0.976"
"79","696.617","0.39"
"80","696.617","0.198"
"81","696.617","0.584"
"82","696.617","0.975"
"83","696.617","0.391"
"84","696.617","0.977"
"85","696.617","1.165"
"86","696.625","0.782"
"87","696.625","0.781"
"88","696.625","0.975"
"89","696.625","1.172"
"90","696.625","0.39"
"91","696.625","0.977"
"92","696.625","0.594"
"93","696.625","0.39"
"94","696.625","0.39"
"95","696.625","0.782"
"96","696.625","0.195"
"97","696.625","0.391"
"98","696.625","0.583"
"99","696.625","0.586"
"100","696.625","0.586"
"101","696.625","0.779"
"102","696.625","0"
"103","696.625","0.586"
"104","696.625","0.39"
"105","696.625","0.194"
"106","696.625","0.975"
"107","696.625","1.363"
"108","696.625","0.782"
"109","696.625","0.778"
"110","696.625","0.593"
"111","696.625","0.196"
"112","696.609","0.39"
"113","696.609","0.782"
"114","696.609","0.389"
"115","696.609","0.583"
"116","696.609","0.585"
"117","696.609","0.78"
"118","696.609","0.391"
"119","696.609","0.781"
"120","696.609","0.195"
"121","696.609","0.39"
"122","696.609","0.585"
"123","696.609","0.976"
"124","696.609","0.977"
"125","696.609","0.586"
"126","696.609","0.789"
"127","696.609","0.781"
"128","696.609","1.169"
"129","696.609","0.586"
"130","696.609","0.585"
"131","696.609","0"
"132","696.609","0.195"
"133","696.609","0.39"
"134","696.629","0.391"
"135","696.629","0.389"
"136","696.629","0.391"
"137","696.629","0"
"138","696.629","0.587"
"139","696.629","0.39"
"140","696.629","0.389"
"141","696.629","0.196"
"142","696.629","0.586"
"143","696.629","0.389"
"144","696.629","0.593"
"145","696.652","0.783"
"146","696.652","0.195"
"147","696.652","0.585"
"148","696.664","0.78"
"149","696.664","0.781"
"150","696.664","0.585"
"151","696.664","0.584"
"152","696.664","0.975"
"153","696.664","0.586"
"154","696.664","0.39"
"155","696.664","0.595"
"156","696.664","0"
"157","696.664","0"
