"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","81.457","0"
"2","81.461","0.583"
"3","81.465","0.586"
"4","81.465","0.194"
"5","81.469","0"
"6","81.469","0.39"
"7","81.473","0.792"
"8","81.473","1.151"
"9","81.473","0"
"10","81.473","0.195"
