"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","84.984","1.557"
"2","85.082","11.291"
"3","85.082","11.272"
"4","85.082","11.647"
"5","85.082","11.471"
"6","85.082","11.842"
"7","85.082","11.43"
"8","85.082","12.268"
"9","85.102","12.499"
"10","85.102","11.715"
"11","85.109","12.04"
"12","85.109","11.427"
"13","85.109","12.047"
"14","85.109","11.473"
"15","85.109","11.23"
"16","85.109","11.273"
"17","85.109","11.867"
"18","85.109","11.842"
"19","85.109","12.028"
"20","85.109","11.655"
"21","85.109","11.464"
"22","85.109","11.434"
"23","85.109","11.269"
"24","85.109","12.035"
"25","85.109","11.659"
"26","85.109","11.472"
"27","85.109","11.448"
"28","85.109","11.267"
"29","85.109","11.665"
"30","85.109","12.032"
"31","85.109","11.446"
"32","85.109","12.058"
"33","85.109","11.454"
"34","85.109","11.256"
"35","85.109","11.281"
"36","85.109","12.027"
"37","85.109","11.482"
"38","85.109","11.624"
"39","85.109","11.286"
"40","85.109","11.472"
"41","85.109","11.866"
"42","85.109","12.011"
"43","85.109","11.078"
"44","85.109","11.467"
"45","85.109","11.863"
"46","85.109","11.457"
"47","85.109","11.678"
"48","85.109","11.247"
"49","85.109","11.258"
"50","85.109","11.666"
"51","85.109","11.638"
"52","85.109","11.268"
"53","85.109","11.649"
"54","85.109","11.444"
"55","85.109","11.243"
"56","85.109","11.648"
"57","85.109","12.231"
"58","85.109","11.666"
"59","85.109","11.623"
"60","85.109","12.813"
"61","85.109","11.65"
"62","85.109","12.228"
"63","85.109","11.447"
"64","85.109","11.839"
"65","85.109","11.444"
"66","85.109","11.465"
"67","85.113","11.255"
"68","85.113","11.044"
"69","85.113","11.68"
"70","85.113","11.448"
"71","85.113","11.442"
"72","85.113","11.451"
"73","85.113","11.847"
"74","85.113","11.642"
"75","85.133","12.212"
"76","85.133","12.057"
"77","85.133","10.679"
"78","85.133","12.214"
"79","85.133","12.032"
"80","85.133","11.633"
"81","85.133","11.857"
"82","85.133","11.271"
"83","85.133","11.652"
"84","85.133","11.426"
"85","85.133","12.212"
"86","85.133","12.048"
"87","85.133","11.457"
"88","85.133","11.435"
"89","85.133","12.047"
"90","85.133","11.493"
"91","85.133","11.862"
"92","85.133","11.83"
"93","85.133","12.263"
"94","85.133","12.055"
"95","85.133","11.451"
"96","85.133","11.648"
"97","85.133","11.656"
"98","85.109","11.644"
"99","85.109","11.666"
"100","85.109","11.254"
"101","85.109","11.677"
"102","85.109","11.822"
"103","85.109","10.494"
"104","85.109","11.277"
"105","85.109","11.847"
"106","85.109","11.49"
"107","85.109","11.626"
"108","85.109","12.452"
"109","85.109","11.077"
"110","85.109","11.656"
"111","85.109","11.463"
"112","85.109","12.046"
"113","83.523","12.023"
"114","83.523","11.444"
"115","83.523","12.431"
"116","83.523","12.219"
"117","83.523","12.42"
"118","83.523","12.027"
"119","83.523","12.418"
"120","83.523","11.868"
"121","83.523","11.8"
"122","83.523","11.675"
"123","83.523","11.412"
"124","83.523","12.057"
"125","83.523","11.261"
"126","83.523","11.244"
"127","83.523","11.847"
"128","83.523","11.267"
"129","83.523","12.02"
"130","83.758","11.29"
"131","83.762","11.688"
"132","83.762","11.437"
"133","83.762","11.06"
"134","83.762","11.686"
"135","83.762","11.035"
"136","83.762","12.02"
"137","83.762","12.036"
"138","83.762","11.639"
"139","83.762","12.41"
"140","83.762","12.427"
"141","83.762","11.835"
"142","83.762","11.279"
"143","83.762","12.022"
"144","83.762","11.649"
"145","83.762","12.226"
"146","83.762","11.448"
"147","83.762","11.077"
"148","83.762","11.24"
"149","83.762","11.873"
"150","83.762","11.283"
"151","83.762","11.437"
"152","83.762","11.844"
"153","83.762","11.634"
"154","83.762","11.276"
"155","83.762","11.63"
"156","83.762","8.174"
"157","83.762","0.195"
