"Segundo","MemoriaHostMiB","CpuHostPorcentaje"
"1","615.535","0"
"2","615.535","0.582"
"3","615.543","0.976"
"4","615.543","0.777"
"5","615.543","0.977"
"6","615.543","1.367"
"7","615.543","0.593"
"8","615.543","0.39"
"9","615.543","1.169"
"10","615.543","1.368"
"11","599.543","0.973"
"12","599.551","0.976"
"13","599.551","2.331"
"14","599.551","0.782"
"15","599.551","0.781"
"16","599.551","0.783"
"17","599.555","1.364"
"18","599.555","0.396"
"19","599.555","0"
"20","599.562","1.368"
"21","599.562","0.585"
"22","599.566","0.779"
"23","599.566","0.781"
"24","599.57","0.778"
"25","599.582","1.56"
"26","599.582","0.78"
"27","599.586","1.386"
"28","599.598","1.172"
"29","599.598","1.173"
"30","599.598","0.586"
"31","599.598","0.194"
"32","599.602","1.171"
"33","599.602","0.194"
"34","599.609","0.783"
"35","599.609","0.585"
"36","599.609","0.985"
"37","599.613","0.782"
"38","599.613","0.782"
"39","599.617","0.39"
"40","599.621","0.977"
"41","599.621","0.39"
"42","599.621","0.975"
"43","599.621","1.167"
"44","599.621","0.585"
"45","599.625","0.979"
"46","599.625","0.779"
"47","599.625","0.976"
"48","599.629","1.171"
"49","599.629","0.585"
"50","599.637","0.594"
"51","599.637","0.195"
"52","599.637","1.366"
"53","599.641","0.39"
"54","599.645","0.587"
"55","599.645","0.586"
"56","599.648","0.969"
"57","599.656","0.198"
"58","599.66","1.165"
"59","599.672","0.78"
"60","599.676","0.392"
"61","599.676","0.779"
"62","599.676","0.977"
"63","599.676","0.781"
"64","599.68","0.778"
"65","599.684","0.78"
"66","599.688","0.585"
"67","599.688","1.171"
"68","599.688","1.19"
"69","599.688","1.172"
"70","599.688","0.586"
"71","599.691","0.78"
"72","599.691","0.586"
"73","599.691","1.557"
"74","599.691","1.368"
"75","599.691","1.367"
"76","599.691","0.39"
"77","599.699","1.559"
"78","599.703","0.587"
"79","599.707","0.781"
"80","599.711","0.778"
"81","599.711","1.362"
"82","599.711","0.198"
"83","599.711","0.39"
"84","599.711","1.169"
"85","599.766","0.974"
"86","599.77","0.583"
"87","599.773","0.791"
"88","599.773","0.194"
"89","599.777","0.389"
"90","599.777","0.972"
"91","599.785","0.396"
"92","599.785","0"
"93","599.785","0.584"
"94","599.785","0.583"
"95","599.785","0.593"
"96","599.789","0.194"
"97","599.793","0.39"
"98","599.797","0.778"
"99","599.797","0.593"
"100","599.797","0.585"
"101","599.797","0"
"102","599.797","0.972"
"103","599.848","0.389"
"104","599.848","0.198"
"105","599.855","0.779"
"106","599.863","0.39"
"107","599.867","0.985"
"108","599.867","0.195"
"109","599.867","0.195"
"110","599.871","0.39"
"111","599.879","0.779"
"112","599.879","1.364"
"113","599.883","1.173"
"114","599.887","1.172"
"115","599.891","1.171"
"116","599.895","0.587"
"117","599.898","0.583"
"118","599.898","0.587"
"119","599.902","0.782"
"120","599.902","0.587"
"121","599.906","1.172"
"122","599.906","0.584"
"123","599.906","0.977"
"124","599.91","0.78"
"125","599.914","0.391"
"126","599.914","0"
"127","599.918","0.389"
"128","599.918","0.976"
"129","599.926","0.783"
"130","599.926","0.78"
"131","599.926","1.365"
"132","599.926","0.594"
"133","599.926","1.155"
"134","599.93","1.171"
"135","599.93","0.779"
"136","599.934","0.979"
"137","599.938","1.186"
"138","599.941","0.389"
"139","599.945","0.976"
"140","599.953","1.567"
"141","599.953","0.195"
"142","599.953","0.78"
"143","599.961","0.976"
"144","599.961","0.779"
"145","599.965","1.17"
"146","599.965","1.365"
"147","599.965","0.585"
"148","599.965","0.585"
"149","599.969","1.383"
"150","599.973","0.195"
"151","599.98","0.78"
"152","599.984","1.171"
"153","599.988","1.365"
"154","599.992","1.17"
"155","599.992","1.172"
"156","599.996","0"
"157","600","0.396"
